YoksisId,Ad,KisaAd,Tur,UstYoksisId,Durum,AdIng,EnumBirimTuru,THE,QS,IliskiliYoksisId
201099,MEKANİK ANABİLİM DALI,MEKANİK A,Anabilim Dalı,173781,Kapatılmış,DEPARTMENT OF MECHANICS,11,NULL,NULL,0
201100,ULAŞTIRMA ANABİLİM DALI,ULAŞTIRMA,Anabilim Dalı,173781,Kapatılmış,DEPARTMENT OF TRANSPORT,11,NULL,NULL,0
201103,YAPI ANABİLİM DALI,YAPI ANAB,Anabilim Dalı,173781,Kapatılmış,DEPARTMENT OF BUILDING,11,NULL,NULL,0
201106,YAPI MALZEMELERİ ANABİLİM DALI,YAPI MALZ,Anabilim Dalı,173781,Kapatılmış,DEPARTMENT OF BUILDING MATERIALS,11,NULL,NULL,0
201109,KAMU ÖLÇMELERİ ANABİLİM DALI,KAMU ÖLÇM,Anabilim Dalı,173779,Kapatılmış,DEPARTMENT OF PUBLIC SURVEYS,11,NULL,NULL,0
201112,FOTOGRAMETRİ ANABİLİM DALI,FOTOGRAME,Anabilim Dalı,173779,Kapatılmış,DEPARTMENT OF PHOTOGRAMMETRY,11,NULL,NULL,0
201115,JEODEZİ ANABİLİM DALI,JEODEZİ A,Anabilim Dalı,173779,Kapatılmış,DEPARTMENT OF GEODESY,11,NULL,NULL,0
201117,KARTOĞRAFYA ANABİLİM DALI,KARTOĞRAF,Anabilim Dalı,173779,Kapatılmış,DEPARTMENT OF CARTOGRAPHY,11,NULL,NULL,0
201118,ÖLÇME TEKNİĞİ ANABİLİM DALI,ÖLÇME TEK,Anabilim Dalı,173779,Kapatılmış,DEPARTMENT OF MEASURING TECHNIQUE,11,NULL,NULL,0
201119,UZAKTAN ALGILAMA ANABİLİM DALI,UZAKTAN A,Anabilim Dalı,173779,Kapatılmış,DEPARTMENT OF REMOTE SENSING,11,NULL,NULL,0
201122,GEMİ İNŞAATI ANABİLİM DALI,GEMİ İNŞA,Anabilim Dalı,173783,Aktif,DEPARTMENT OF SHIPBUILDING,11,104,NULL,0
201124,GEMİ MAKİNELERİ ANABİLİM DALI,GEMİ MAKİ,Anabilim Dalı,173783,Aktif,DEPARTMENT OF MARINE MACHINERY,11,104,NULL,0
201126,GEMİ HİDROMEKANİĞİ ANABİLİM DALI,GEMİ HİDR,Anabilim Dalı,173783,Aktif,DEPARTMENT OF SHIP HYDROMECHANICS,11,104,NULL,0
202492,EKONOMETRİ (DR),EKONOMETR,Doktora Programı,107695,Aktif,ECONOMETRICS (DR),17,108,NULL,107436
203783,FELSEFE VE DİN BİLİMLERİ (DR),FELSEFE V,Doktora Programı,107695,Aktif,PHILOSOPHY AND RELIGIOUS STUDIES (DR),17,NULL,NULL,107418
203819,PSİKOLOJİ BÖLÜMÜ,PSİKOLOJİ,Bölüm,107271,Aktif,DEPARTMENT OF PSYCHOLOGY,10,111,NULL,0
203840,ZİHİN ENGELLİLER EĞİTİMİ ANABİLİM DALI,ZİHİN ENG,Anabilim Dalı,107346,Aktif,DEPARTMENT OF EDUCATION OF THE MENTALLY DISABLED PEOPLE,11,109,NULL,0
204007,ENDODONTİ ANABİLİM DALI,ENDODONTİ,Anabilim Dalı,107262,Aktif,DEPARTMENT OF ENDODONTICS,11,102,NULL,0
205400,SİVİL SAVUNMA VE İTFAİYECİLİK PR.,SİVİL SAV,Önlisans,206472,Aktif,CIVIL DEFENSE AND FIREFIGHTING PR.,20,104,NULL,0
205954,MİMARLIK VE ŞEHİR PLANLAMA BÖLÜMÜ,"MİMARLIK ",Bölüm,147983,Kapatılmış,DEPARTMENT OF ARCHITECTURE AND URBAN PLANNING,10,NULL,NULL,0
205955,COĞRAFİ BİLGİ SİSTEMLERİ PR.,COĞRAFİ B,Önlisans,205954,Yarı Pasif,GEOGRAPHIC INFORMATION SYSTEMS PR.,20,NULL,NULL,0
206280,ÇOCUK GELİŞİMİ PR.,ÇOCUK GEL,Önlisans,166773,Aktif,CHILD DEVELOPMENT PR.,20,109,NULL,0
206468,MÜLKİYET KORUMA VE GÜVENLİK BÖLÜMÜ,"MÜLKİYET ",Bölüm,147983,Kapatılmış,DEPARTMENT OF RESERVATION OF OWNERSHIP AND SECURITY,10,NULL,NULL,0
206469,İŞ SAĞLIĞI VE GÜVENLİĞİ PR.,İŞ SAĞLIĞ,Önlisans,206468,Kapatılmış,OCCUPATIONAL HEALTH AND SAFETY PR.,20,NULL,NULL,0
206472,MÜLKİYET KORUMA VE GÜVENLİK BÖLÜMÜ,"MÜLKİYET ",Bölüm,107586,Aktif,DEPARTMENT OF RESERVATION OF OWNERSHIP AND SECURITY,10,108,NULL,0
206854,BALE ANASANAT DALI,BALE ANAS,Anasanat Dalı,107635,Kapatılmış,BALLET ART MAJOR,15,101,NULL,0
207360,BAĞ YETİŞTİRME VE ISLAHI ANABİLİM DALI,BAĞ YETİŞ,Anabilim Dalı,107518,Aktif,DEPARTMENT OF VITICULTURE AND RECLAMATION,11,106,NULL,0
207361,SÜS BİTKİLERİ YETİŞTİRME VE ISLAHI ANABİLİM DALI,SÜS BİTKİ,Anabilim Dalı,107518,Aktif,DEPARTMENT OF CULTIVATION AND RECLAMATION OF ORNAMENTAL PLANTS,11,106,NULL,0
207371,MEYVE YETİŞTİRME VE ISLAHI ANABİLİM DALI,MEYVE YET,Anabilim Dalı,107518,Aktif,DEPARTMENT OF FRUIT CULTIVATION AND RECLAMATION,11,106,NULL,0
207373,SEBZE YETİŞTİRME VE ISLAHI ANABİLİM DALI,SEBZE YET,Anabilim Dalı,107518,Aktif,DEPARTMENT OF VEGETABLE CULTIVATION AND IMPROVEMENT,11,106,NULL,0
207525,RADYOLOJİ ANABİLİM DALI,RADYOLOJİ,Anabilim Dalı,107228,Aktif,DEPARTMENT OF RADIOLOGY,11,102,NULL,0
207526,GASTROİNTESTİNAL RADYOLOJİ BİLİM DALI,GASTROİNT,Bilim Dalı,207525,Aktif,GASTROINTESTINAL RADIOLOGY (MEDICINE),12,NULL,NULL,0
207527,KAS-İSKELET SİSTEMİ RADYOLOJİ BİLİM DALI,KAS-İSKEL,Bilim Dalı,207525,Aktif,MUSCULOSKELETAL RADIOLOGY (MEDICINE),12,NULL,NULL,0
207528,GİRİŞİMSEL RADYOLOJİ BİLİM DALI,GİRİŞİMSE,Bilim Dalı,207525,Aktif,INTERVENTIONAL RADIOLOGY,12,NULL,NULL,0
207529,NÖRORADYOLOJİ BİLİM DALI,NÖRORADYO,Bilim Dalı,207525,Aktif,NEURORADIOLOGY,12,NULL,NULL,0
207531,ÇOCUK RADYOLOJİSİ BİLİM DALI,ÇOCUK RAD,Bilim Dalı,207525,Aktif,PEDIATRIC RADIOLOGY,12,NULL,NULL,0
207534,ÜROGENİTAL RADYOLOJİ BİLİM DALI,ÜROGENİTA,Bilim Dalı,207525,Aktif,UROGENITAL RADIOLOGY (MEDICINE),12,NULL,NULL,0
207535,RUH SAĞLIĞI VE HASTALIKLARI ANABİLİM DALI,RUH SAĞLI,Anabilim Dalı,107228,Aktif,DEPARTMENT OF PSYCHIATRIC AND MENTAL HEALTH (MEDICINE),11,102,NULL,0
207536,KONSÜLTASYON LİYEZON PSİKİYATRİSİ BİLİM DALI,KONSÜLTAS,Bilim Dalı,207535,Aktif,CONSULTATION LIAISON PSYCHIATRY,12,NULL,NULL,0
207905,İMAMOĞLU MESLEK YÜKSEKOKULU,"İMAMOĞLU ",Meslek Yüksekokulu,107211,Aktif,IMAMOGLU VOCATIONAL SCHOOL,6,NULL,NULL,0
207978,TORASIK RADYOLOJİ BİLİM DALI,TORASIK R,Bilim Dalı,207525,Aktif,THORACIC RADIOLOGY (MEDICINE),12,NULL,NULL,0
208788,ECZACILIK FAKÜLTESİ,ECZACILIK,Fakülte,107211,Aktif,FACULTY OF PHARMACY,2,NULL,NULL,0
210011,FEKE MESLEK YÜKSEKOKULU,FEKE MESL,Meslek Yüksekokulu,107211,Kapatılmış,FEKE VOCATIONAL SCHOOL,6,NULL,NULL,0
210013,TUFANBEYLİ MESLEK YÜKSEKOKULU,TUFANBEYL,Meslek Yüksekokulu,107211,Aktif,TUFANBEYLI VOCATIONAL SCHOOL,6,NULL,NULL,0
210979,MALİYE (YL) (TEZLİ),MALİYE (Y,Tezli Yüksek Lisans Programı,107695,Aktif,PUBLIC FINANCE (MASTER) (WITH THESIS),16,NULL,NULL,107452
210980,SU ÜRÜNLERİ TEMEL BİLİMLER (YL) (TEZLİ),SU ÜRÜNLE,Tezli Yüksek Lisans Programı,107691,Aktif,BASIC SCIENCES OF AQUATIC PRODUCTS (MASTER) (WITH THESIS),16,NULL,NULL,107548
210981,SU ÜRÜNLERİ TEMEL BİLİMLERİ (DR),SU ÜRÜNLE,Doktora Programı,107691,Aktif,BASIC SCIENCES OF AQUATIC PRODUCTS (DR),17,NULL,NULL,107548
210985,FELSEFE GRUBU EĞİTİMİ (YL) (TEZLİ),FELSEFE G,Tezli Yüksek Lisans Programı,107695,Aktif,PHILOSOPHY GROUP TEACHING (MASTER) (WITH THESIS),16,NULL,NULL,298799
210986,İÇ MİMARLIK (YL) (TEZLİ),İÇ MİMARL,Tezli Yüksek Lisans Programı,107695,Aktif,INTERIOR ARCHITECTURE (MASTER) (WITH THESIS),16,NULL,NULL,107382
210987,İLKÖĞRETİM (YL) (TEZLİ),İLKÖĞRETİ,Tezli Yüksek Lisans Programı,107695,Aktif,PRIMARY EDUCATION (MASTER) (WITH THESIS),16,NULL,NULL,107352
210988,SINIF ÖĞRETMENLİĞİ (YL) (TEZLİ),SINIF ÖĞR,Tezli Yüksek Lisans Programı,107695,Aktif,CLASSROOM TEACHING (MASTER) (WITH THESIS),16,NULL,NULL,298607
210989,RESİM İŞ EĞİTİMİ (YL) (TEZLİ),"RESİM İŞ ",Tezli Yüksek Lisans Programı,107695,Aktif,ART TEACHING (MASTER) (WITH THESIS),16,NULL,NULL,107349
210992,SAHNE SANATLARI (YL) (TEZLİ),SAHNE SAN,Tezli Yüksek Lisans Programı,107695,Aktif,PERFORMING ARTS (MASTER) (WITH THESIS),16,NULL,NULL,107635
210994,ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ (YL) (TEZLİ) (İNGİLİZCE),ELEKTRİK-,Tezli Yüksek Lisans Programı,107691,Aktif,ELECTRICAL-ELECTRONICS ENGINEERING (MASTER) (WITH THESIS) (ENGLISH),16,NULL,NULL,379439
210995,ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ (DR) (İNGİLİZCE),ELEKTRİK-,Doktora Programı,107691,Aktif,ELECTRICAL-ELECTRONICS ENGINEERING (DR) (ENGLISH),17,NULL,NULL,379439
210996,MİMARLIK (YL) (TEZLİ),"MİMARLIK ",Tezli Yüksek Lisans Programı,107691,Aktif,ARCHITECTURE (MASTER) (WITH THESIS),16,NULL,NULL,373772
211002,SU ÜRÜNLERİ AVLAMA VE İŞLEME TEKNOLOJİSİ (DR),SU ÜRÜNLE,Doktora Programı,107691,Aktif,FISHING AND PROCESSING TECHNOLOGY OF AQUATIC PRODUCTS (DR),17,NULL,NULL,107555
211003,SU ÜRÜNLERİ AVLAMA VE İŞLEME TEKNOLOJİSİ (YL) (TEZLİ),SU ÜRÜNLE,Tezli Yüksek Lisans Programı,107691,Aktif,FISHING AND PROCESSING TECHNOLOGY OF AQUATIC PRODUCTS (MASTER) (WITH THESIS),16,NULL,NULL,107555
211004,TARIMSAL YAPILAR VE SULAMA (YL) (TEZLİ),"TARIMSAL ",Tezli Yüksek Lisans Programı,107691,Aktif,AGRICULTURAL STRUCTURES AND IRRIGATION (MASTER) (WITH THESIS),16,NULL,NULL,107541
211005,TARIMSAL YAPILAR VE SULAMA (DR),"TARIMSAL ",Doktora Programı,107691,Aktif,AGRICULTURAL STRUCTURES AND IRRIGATION (DR),17,NULL,NULL,107541
211006,TARIM MAKİNALARI (YL) (TEZLİ),TARIM MAK,Tezli Yüksek Lisans Programı,107691,Aktif,AGRICULTURAL MACHINERY (MASTER) (WITH THESIS),16,NULL,NULL,107539
211007,TARIM MAKİNALARI (DR),TARIM MAK,Doktora Programı,107691,Aktif,AGRICULTURAL MACHINERY (DR),17,104,NULL,107539
211008,GIDA MÜHENDİSLİĞİ (DR),GIDA MÜHE,Doktora Programı,107691,Aktif,FOOD ENGINEERING (DR),17,104,NULL,107523
211009,GIDA MÜHENDİSLİĞİ (YL) (TEZLİ),GIDA MÜHE,Tezli Yüksek Lisans Programı,107691,Aktif,FOOD ENGINEERING (MASTER) (WITH THESIS),16,NULL,NULL,107523
211010,UZAKTAN ALGILAMA VE COĞRAFİ BİLGİ SİSTEMLERİ (YL) (TEZLİ),UZAKTAN A,Tezli Yüksek Lisans Programı,107691,Aktif,REMOTE SENSING AND GEOGRAPHIC INFORMATION SYSTEMS (MASTER) (WITH THESIS),16,NULL,NULL,446158
212116,ELEKTRONİK HABERLEŞME TEKNOLOJİSİ PR.,ELEKTRONİ,Önlisans,166777,Pasif,ELECTRONIC COMMUNICATION TECHNOLOGY PR.,20,NULL,NULL,0
212278,BAHÇE TARIMI PR.,BAHÇE TAR,Önlisans,166882,Aktif,HORTICULTURE PR.,20,106,NULL,0
212279,MOTORLU ARAÇLAR VE ULAŞTIRMA TEKNOLOJİLERİ BÖLÜMÜ,MOTORLU A,Bölüm,107580,Aktif,DEPARTMENT OF MOTOR VEHICLES AND TRANSPORTATION TECHNOLOGIES,10,104,NULL,0
212280,SU ALTI TEKNOLOJİSİ PR.,SU ALTI T,Önlisans,212279,Aktif,UNDERWATER TECHNOLOGY PR.,20,104,NULL,0
212281,ORGANİK TARIM PR.,ORGANİK T,Önlisans,166990,Aktif,ORGANIC AGRICULTURE PR.,20,106,NULL,0
212303,İLK VE ACİL YARDIM PR.,İLK VE AC,Önlisans,166839,Kapatılmış,FIRST AND EMERGENCY AID PR.,20,NULL,NULL,0
212304,BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI PR.,BÜRO YÖNE,Önlisans,166832,Aktif,OFFICE MANAGEMENT AND EXECUTIVE ASSISTANT TRAINING PR.,20,105,NULL,0
212305,BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI PR. (İÖ),BÜRO YÖNE,Önlisans,166832,Yarı Pasif,OFFICE MANAGEMENT AND EXECUTIVE ASSISTANT TRAINING PR. (EVENING EDUCATION),20,NULL,NULL,0
212306,BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI PR.,BÜRO YÖNE,Önlisans,166867,Aktif,OFFICE MANAGEMENT AND EXECUTIVE ASSISTANT TRAINING PR.,20,NULL,NULL,0
212307,BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI PR. (İÖ),BÜRO YÖNE,Önlisans,166867,Yarı Pasif,OFFICE MANAGEMENT AND EXECUTIVE ASSISTANT TRAINING PR. (EVENING EDUCATION),20,NULL,NULL,0
213154,ALADAĞ MESLEK YÜKSEKOKULU,ALADAĞ ME,Meslek Yüksekokulu,107211,Aktif,ALADAG VOCATIONAL SCHOOL,6,NULL,NULL,0
213919,ÇOCUK GASTROENTEROLOJİSİ BİLİM DALI,ÇOCUK GAS,Bilim Dalı,107230,Aktif,PEDIATRIC GASTROENTEROLOGY,12,NULL,NULL,0
214045,SİVİL HAVACILIK YÜKSEKOKULU,SİVİL HAV,Yüksekokul,107211,Kapatılmış,ACADEMY OF CIVIL AVIATION,5,NULL,NULL,0
214139,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,SÜREKLİ E,Uygulama ve Araştırma Merkezi,107211,Aktif,CONTINUING EDUCATION APPLICATION AND RESEARCH CENTER,8,109,NULL,0
214520,İLAHİYAT PR. (İÖ),"İLAHİYAT ",Lisans,107409,Aktif,THEOLOGY PR. (EVENING EDUCATION),13,101,NULL,0
214521,KONAKLAMA İŞLETMECİLİĞİ PR. (İÖ),KONAKLAMA,Lisans,107610,Yarı Pasif,HOSPITALITY MANAGEMENT PR. (EVENING EDUCATION),13,NULL,NULL,0
214592,ECZACILIK MESLEK BİLİMLERİ BÖLÜMÜ,ECZACILIK,Bölüm,208788,Aktif,DEPARTMENT OF PHARMACY VOCATIONAL SCIENCES,10,102,NULL,0
214593,FARMASÖTİK KİMYA ANABİLİM DALI,FARMASÖTİ,Anabilim Dalı,214592,Aktif,DEPARTMENT OF PHARMACEUTICAL CHEMISTRY (PHARMACY),11,107,NULL,0
214594,FARMAKOLOJİ ANABİLİM DALI,FARMAKOLO,Anabilim Dalı,214592,Aktif,DEPARTMENT OF PHARMACOLOGY,11,102,NULL,0
214595,KLİNİK ECZACILIK BİLİM DALI,KLİNİK EC,Bilim Dalı,214594,Aktif,CLINICAL PHARMACY,12,NULL,NULL,0
214596,FARMASÖTİK BOTANİK ANABİLİM DALI,FARMASÖTİ,Anabilim Dalı,214592,Aktif,DEPARTMENT OF PHARMACEUTICAL BOTANY,11,102,NULL,0
214597,FARMAKOGNOZİ ANABİLİM DALI,FARMAKOGN,Anabilim Dalı,214592,Aktif,DEPARTMENT OF PHARMACOGNOSY (PHARMACY),11,102,NULL,0
214598,FARMASÖTİK TOKSİKOLOJİ ANABİLİM DALI,FARMASÖTİ,Anabilim Dalı,214592,Aktif,DEPARTMENT OF PHARMACEUTICAL TOXICOLOGY,11,102,NULL,0
214599,ECZACILIK İŞLETMECİLİĞİ ANABİLİM DALI,ECZACILIK,Anabilim Dalı,214592,Aktif,DEPARTMENT OF PHARMACY MANAGEMENT,11,102,NULL,0
214600,ECZACILIK TEKNOLOJİSİ BÖLÜMÜ,ECZACILIK,Bölüm,208788,Aktif,DEPARTMENT OF PHARMACEUTICAL TECHNOLOGY,10,102,NULL,0
214601,FARMASÖTİK TEKNOLOJİ ANABİLİM DALI,FARMASÖTİ,Anabilim Dalı,214600,Aktif,DEPARTMENT OF PHARMACEUTICAL TECHNOLOGY,11,102,NULL,0
214602,KOZMOTOLOJİ BİLİM DALI,KOZMOTOLO,Bilim Dalı,214601,Aktif,COSMETOLOGY COSMETIC PRODUCTS,12,NULL,NULL,0
214603,BİYOFARMASÖTİK FARMAKOKİNETİK BİLİM DALI,BİYOFARMA,Bilim Dalı,214601,Aktif,BIOPHARMACEUTICS AND PHARMACOKINETICS,12,NULL,NULL,0
214604,FARMASÖTİK BİYOTEKNOLOJİ ANABİLİM DALI,FARMASÖTİ,Anabilim Dalı,214600,Aktif,DEPARTMENT OF PHARMACEUTICAL BIOTECHNOLOGY,11,102,NULL,0
214605,RADYOFARMASİ ANABİLİM DALI,RADYOFARM,Anabilim Dalı,214600,Aktif,DEPARTMENT OF RADIOPHARMACY (PHARMACY),11,102,NULL,0
214606,TEMEL ECZACILIK BİLİMLERİ BÖLÜMÜ,TEMEL ECZ,Bölüm,208788,Aktif,DEPARTMENT OF BASIC PHARMACEUTICAL SCIENCES,10,102,NULL,0
214607,ANALİTİK KİMYA ANABİLİM DALI,"ANALİTİK ",Anabilim Dalı,214606,Aktif,DEPARTMENT OF ANALYTICAL CHEMISTRY (PHARMACY),11,107,NULL,0
214608,BİYOKİMYA ANABİLİM DALI,BİYOKİMYA,Anabilim Dalı,214606,Aktif,DEPARTMENT OF BIOCHEMISTRY (PHARMACY),11,106,NULL,0
214609,FARMASÖTİK MİKROBİYOLOJİ ANABİLİM DALI,FARMASÖTİ,Anabilim Dalı,214606,Aktif,DEPARTMENT OF PHARMACEUTICAL MICROBIOLOGY,11,102,NULL,0
214610,ECZACILIK TEMEL BİLİMLERİ ANABİLİM DALI,ECZACILIK,Anabilim Dalı,214606,Aktif,DEPARTMENT OF BASIC PHARMACEUTICAL SCIENCES,11,102,NULL,0
214802,TIBBİ BİYOLOJİ BİLİM DALI,TIBBİ BİY,Bilim Dalı,107255,Aktif,MEDICAL BIOLOGY,12,NULL,NULL,0
214803,MOLEKÜLER GENETİK BİLİM DALI,MOLEKÜLER,Bilim Dalı,107255,Aktif,MOLECULAR GENETICS,12,NULL,NULL,0
214804,SİTOGENETİK BİLİM DALI,SİTOGENET,Bilim Dalı,107255,Aktif,CYTOGENETICS (MEDICINE),12,NULL,NULL,0
216180,KOZAN İŞLETME FAKÜLTESİ,KOZAN İŞL,Fakülte,107211,Aktif,KOZAN FACULTY OF BUSINESS ADMINISTRATION,2,NULL,NULL,0
219442,FİNANSMAN ANABİLİM DALI,FİNANSMAN,Anabilim Dalı,107445,Aktif,DEPARTMENT OF FINANCE,11,108,NULL,0
219462,FİZYOTERAPİ VE REHABİLİTASYON BÖLÜMÜ,FİZYOTERA,Bölüm,107577,Kapatılmış,DEPARTMENT OF PHYSIOTHERAPY AND REHABILITATION,10,NULL,NULL,0
219698,YÖNETİM VE ORGANİZASYON (DR),YÖNETİM V,Doktora Programı,107695,Aktif,ADMINISTRATION AND ORGANIZATION (DR),17,NULL,NULL,107445
220709,ORTADOĞUNUN POLİTİK EKONOMİSİ (YL) (TEZLİ),ORTADOĞUN,Tezli Yüksek Lisans Programı,107695,Aktif,POLITICAL ECONOMICS OF THE MIDDLE EAST (MASTER) (WITH THESIS),16,NULL,NULL,107440
225601,MUHASEBE ANABİLİM DALI,"MUHASEBE ",Anabilim Dalı,107445,Aktif,DEPARTMENT OF ACCOUNTING,11,108,NULL,0
225637,İŞLETME VE TEKNOLOJİ YÖNETİMİ (YL) (TEZSİZ) (İÖ),İŞLETME V,Tezsiz Yüksek Lisans Programı,107695,Aktif,BUSINESS ADMINISTRATION AND TECHNOLOGY MANAGEMENT (MASTER) (WITHOUT THESIS) (EVENING EDUCATION),29,NULL,NULL,107445
225686,SAĞLIK FİZİĞİ (YL) (TEZLİ),SAĞLIK Fİ,Tezli Yüksek Lisans Programı,107694,Aktif,HEALTH PHYSICS (MASTER) (WITH THESIS),16,NULL,NULL,0
225687,SAĞLIK FİZİĞİ (YL) (TEZSİZ) (İÖ),SAĞLIK Fİ,Tezsiz Yüksek Lisans Programı,107694,Aktif,HEALTH PHYSICS (MASTER) (WITHOUT THESIS) (EVENING EDUCATION),29,NULL,NULL,0
226886,ÜRETİM YÖNETİMİ ANABİLİM DALI,ÜRETİM YÖ,Anabilim Dalı,107445,Aktif,DEPARTMENT OF PRODUCTION MANAGEMENT,11,108,NULL,0
226887,PAZARLAMA ANABİLİM DALI,PAZARLAMA,Anabilim Dalı,107445,Aktif,DEPARTMENT OF MARKETING,11,108,NULL,0
227162,SİVİL HAVA ULAŞTIRMA İŞLETMECİLİĞİ BÖLÜMÜ,SİVİL HAV,Bölüm,214045,Kapatılmış,DEPARTMENT OF CIVIL AVIATION MANAGEMENT,10,NULL,NULL,0
227163,UÇAK GÖVDE-MOTOR BAKIM BÖLÜMÜ,UÇAK GÖVD,Bölüm,214045,Kapatılmış,DEPARTMENT OF AIRFRAME AND POWERPLANT MAINTENANCE,10,NULL,NULL,0
227164,HAVACILIK ELEKTRİK-ELEKTRONİĞİ BÖLÜMÜ,HAVACILIK,Bölüm,214045,Kapatılmış,DEPARTMENT OF AVIONICS,10,NULL,NULL,0
227165,HAVA TRAFİK KONTROL BÖLÜMÜ,HAVA TRAF,Bölüm,214045,Kapatılmış,DEPARTMENT OF AIR TRAFFIC CONTROL,10,NULL,NULL,0
227166,PİLOTAJ BÖLÜMÜ,PİLOTAJ B,Bölüm,214045,Kapatılmış,DEPARTMENT OF FLIGHT TRAINING,10,NULL,NULL,0
228577,CEYHAN VETERİNER FAKÜLTESİ,CEYHAN VE,Fakülte,107211,Aktif,CEYHAN FACULTY OF VETERINARY,2,NULL,NULL,0
228666,BİYOMEDİKAL MÜHENDİSLİĞİ PR.,BİYOMEDİK,Lisans,165117,Yarı Pasif,BIOMEDICAL ENGINEERING PR.,13,NULL,NULL,0
230039,CERRAHİ ONKOLOJİ BİLİM DALI,CERRAHİ O,Bilim Dalı,107216,Aktif,SURGICAL ONCOLOGY (MEDICINE),12,NULL,NULL,0
230056,OTOMOTİV MÜHENDİSLİĞİ BÖLÜMÜ,"OTOMOTİV ",Bölüm,107461,Kapatılmış,DEPARTMENT OF AUTOMOTIVE ENGINEERING,10,NULL,NULL,0
232720,SUALTI UYGULAMA VE ARAŞTIRMA MERKEZİ,SUALTI UY,Uygulama ve Araştırma Merkezi,107211,Aktif,SUBWATER APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
233385,TÜRKÇE ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,TÜRKÇE ÖĞ,Uygulama ve Araştırma Merkezi,107211,Aktif,TURKISH TEACHING APPLICATION AND RESEARCH CENTER,8,101,NULL,0
234076,MUHASEBE VE DENETİM BÖLÜMÜ,"MUHASEBE ",Bölüm,216180,Kapatılmış,DEPARTMENT OF ACCOUNTING AND AUDITING,10,NULL,NULL,0
234081,PAZARLAMA (YL) (TEZSİZ) (İÖ),PAZARLAMA,Tezsiz Yüksek Lisans Programı,107695,Aktif,MARKETING (MASTER) (WITHOUT THESIS) (EVENING EDUCATION),29,NULL,NULL,107445
234083,YÖNETİM VE ORGANİZASYON (YL) (TEZSİZ),YÖNETİM V,Tezsiz Yüksek Lisans Programı,107695,Aktif,ADMINISTRATION AND ORGANIZATION (MASTER) (WITHOUT THESIS),29,NULL,NULL,107445
234092,YÖNETİM BİLİŞİM SİSTEMLERİ BÖLÜMÜ,YÖNETİM B,Bölüm,216180,Kapatılmış,DEPARTMENT OF MANAGEMENT INFORMATION SYSTEMS,10,NULL,NULL,0
234093,İŞLETME BÖLÜMÜ,İŞLETME B,Bölüm,216180,Aktif,DEPARTMENT OF BUSINESS ADMINISTRATION,10,108,NULL,0
234104,BANKACILIK VE FİNANS (YL) (TEZSİZ),BANKACILI,Tezsiz Yüksek Lisans Programı,107695,Aktif,BANKING AND FINANCE (MASTER) (WITHOUT THESIS),29,NULL,NULL,107445
234375,ÖZEL HUKUK (YL) (TEZLİ),ÖZEL HUKU,Tezli Yüksek Lisans Programı,107695,Aktif,PRIVATE LAW (MASTER) (WITH THESIS),16,NULL,NULL,107398
234380,ÖZEL HUKUK (YL) (TEZSİZ) (İÖ),ÖZEL HUKU,Tezsiz Yüksek Lisans Programı,107695,Aktif,PRIVATE LAW (MASTER) (WITHOUT THESIS) (EVENING EDUCATION),29,NULL,NULL,107398
234526,İŞLETME (YL) (TEZSİZ) (UZAKTAN ÖĞRETİM),İŞLETME (,Tezsiz Yüksek Lisans Programı,107695,Aktif,BUSINESS ADMINISTRATION (MASTER) (WITHOUT THESIS) (DISTANCE EDUCATION),29,NULL,NULL,107445
234905,İNGİLİZ DİLİ EĞİTİMİ (YL) (TEZSİZ) (İÖ) (İNGİLİZCE),İNGİLİZ D,Tezsiz Yüksek Lisans Programı,107695,Aktif,ENGLISH LANGUAGE TEACHING (MASTER) (WITHOUT THESIS) (ENGLISH) (EVENING EDUCATION),29,NULL,NULL,107337
234906,EĞİTİM PROGRAMLARI VE ÖĞRETİM (YL) (TEZSİZ) (İÖ),EĞİTİM PR,Tezsiz Yüksek Lisans Programı,107695,Aktif,CURRICULUM AND INSTRUCTION (MASTER) (WITHOUT THESIS) (EVENING EDUCATION),29,NULL,NULL,107327
234907,SINIF ÖĞRETMENLİĞİ (YL) (TEZSİZ) (İÖ),SINIF ÖĞR,Tezsiz Yüksek Lisans Programı,107695,Aktif,CLASSROOM TEACHING (MASTER) (WITHOUT THESIS) (EVENING EDUCATION),29,NULL,NULL,298607
235318,TIBBİ FARMAKOLOJİ (YL) (TEZLİ) (MERSİN ÜNİV. ORTAK),TIBBİ FAR,Tezli Yüksek Lisans Programı,107694,Kapatılmış,MEDICAL PHARMACOLOGY (MASTER) (WITH THESIS) (MERSIN UNI. PARTNER),16,NULL,NULL,247616
