YoksisId,Ad,KisaAd,Tur,UstYoksisId,Durum,AdIng,EnumBirimTuru,THE,QS,IliskiliYoksisId
107316,ESKİ TÜRK EDEBİYATI ANABİLİM DALI,ESKİ TÜRK,Anabilim Dalı,107314,Aktif,DEPARTMENT OF CLASSICAL TURKISH LITERATURE,11,101,NULL,0
107317,YENİ TÜRK DİLİ ANABİLİM DALI,YENİ TÜRK,Anabilim Dalı,107314,Aktif,DEPARTMENT OF MODERN TURKISH LANGUAGE,11,101,NULL,0
107318,YENİ TÜRK EDEBİYATI ANABİLİM DALI,YENİ TÜRK,Anabilim Dalı,107314,Aktif,DEPARTMENT OF MODERN TURKISH LITERATURE,11,101,NULL,0
107319,TÜRK HALK EDEBİYATI ANABİLİM DALI,TÜRK HALK,Anabilim Dalı,107314,Aktif,DEPARTMENT OF TURKISH FOLK LITERATURE,11,101,NULL,0
107320,TÜRK LEHÇELERİ VE EDEBİYATLARI ANABİLİM DALI,TÜRK LEHÇ,Anabilim Dalı,107314,Aktif,DEPARTMENT OF TURKISH DIALECTS AND LITERATURES,11,101,NULL,0
107321,ARKEOLOJİ BÖLÜMÜ,ARKEOLOJİ,Bölüm,107271,Aktif,DEPARTMENT OF ARCHAEOLOGY,10,101,NULL,0
107322,KLASİK ARKEOLOJİ ANABİLİM DALI,KLASİK AR,Anabilim Dalı,107321,Aktif,DEPARTMENT OF CLASSICAL ARCHAEOLOGY,11,101,NULL,0
107323,PREHİSTORYA ANABİLİM DALI,PREHİSTOR,Anabilim Dalı,107321,Aktif,DEPARTMENT OF PREHISTORY,11,101,NULL,0
107324,PROTOHİSTORYA VE ÖN ASYA ARKEOLOJİ ANABİLİM DALI,PROTOHİST,Anabilim Dalı,107321,Aktif,DEPARTMENT OF PROTOHISTORY AND ASIA MINOR ARCHAEOLOGY,11,101,NULL,0
107325,SANAT TARİHİ BÖLÜMÜ,SANAT TAR,Bölüm,107271,Aktif,DEPARTMENT OF ART HISTORY,10,101,NULL,0
107326,EĞİTİM FAKÜLTESİ,EĞİTİM FA,Fakülte,107211,Aktif,FACULTY OF EDUCATION,2,NULL,NULL,0
107327,EĞİTİM BİLİMLERİ BÖLÜMÜ,EĞİTİM Bİ,Bölüm,107326,Aktif,DEPARTMENT OF EDUCATIONAL SCIENCES,10,109,NULL,0
107328,EĞİTİMDE ÖLÇME VE DEĞERLENDİRME ANABİLİM DALI,"EĞİTİMDE ",Anabilim Dalı,107327,Aktif,DEPARTMENT OF MEASUREMENT AND EVALUATION IN EDUCATION,11,109,NULL,0
107329,EĞİTİM PROGRAMLARI VE ÖĞRETİM ANABİLİM DALI,EĞİTİM PR,Anabilim Dalı,107327,Aktif,DEPARTMENT OF CURRICULUM AND INSTRUCTION,11,109,NULL,0
107330,EĞİTİM YÖNETİMİ ANABİLİM DALI,EĞİTİM YÖ,Anabilim Dalı,107327,Aktif,DEPARTMENT OF EDUCATIONAL ADMINISTRATION,11,109,NULL,0
107331,REHBERLİK VE PSİKOLOJİK DANIŞMANLIK ANABİLİM DALI,REHBERLİK,Anabilim Dalı,107327,Aktif,DEPARTMENT OF GUIDANCE AND PSYCHOLOGICAL COUNSELING,11,109,NULL,0
107332,ORTAÖĞRETİM FEN VE MATEMATİK ALANLAR EĞİTİMİ BÖLÜMÜ,ORTAÖĞRET,Bölüm,107326,Kapatılmış,DEPARTMENT OF SECONDARY EDUCATION SCIENCE AND MATHEMATICS EDUCATION - SCIENCE AND MATHEMATICS FOR SECONDARY EDUCATION,10,NULL,NULL,0
107333,BİYOLOJİ EĞİTİMİ ANABİLİM DALI,"BİYOLOJİ ",Anabilim Dalı,298674,Aktif,DEPARTMENT OF BIOLOGY TEACHING,11,109,NULL,0
107334,FİZİK EĞİTİMİ ANABİLİM DALI,FİZİK EĞİ,Anabilim Dalı,298674,Aktif,DEPARTMENT OF PHYSICS TEACHING,11,109,NULL,0
107335,KİMYA EĞİTİMİ ANABİLİM DALI,KİMYA EĞİ,Anabilim Dalı,298674,Aktif,DEPARTMENT OF CHEMISTRY TEACHING,11,109,NULL,0
107336,MATEMATİK EĞİTİMİ ANABİLİM DALI,MATEMATİK,Anabilim Dalı,298674,Aktif,DEPARTMENT OF MATHEMATICS EDUCATION,11,109,NULL,0
107337,YABANCI DİLLER EĞİTİMİ BÖLÜMÜ,YABANCI D,Bölüm,107326,Aktif,DEPARTMENT OF FOREIGN LANGUAGES TEACHING,10,109,NULL,0
107338,ALMAN DİLİ EĞİTİMİ ANABİLİM DALI,ALMAN DİL,Anabilim Dalı,107337,Kapatılmış,DEPARTMENT OF GERMAN LANGUAGE TEACHING,11,NULL,NULL,0
107341,ARAP DİLİ EĞİTİMİ ANABİLİM DALI,ARAP DİLİ,Anabilim Dalı,107337,Aktif,DEPARTMENT OF ARABIC LANGUAGE TEACHING,11,109,NULL,0
107342,JAPON DİLİ EĞİTİMİ ANABİLİM DALI,JAPON DİL,Anabilim Dalı,107337,Aktif,DEPARTMENT OF JAPANESE LANGUAGE TEACHING,11,109,NULL,0
107343,ALMAN DİLİ EĞİTİMİ ANABİLİM DALI,ALMAN DİL,Anabilim Dalı,107337,Aktif,DEPARTMENT OF GERMAN LANGUAGE TEACHING,11,109,NULL,0
107344,FRANSIZ DİLİ EĞİTİMİ ANABİLİM DALI,FRANSIZ D,Anabilim Dalı,107337,Aktif,DEPARTMENT OF FRENCH LANGUAGE AND TEACHING,11,109,NULL,0
107345,İNGİLİZ DİLİ EĞİTİMİ ANABİLİM DALI,İNGİLİZ D,Anabilim Dalı,107337,Aktif,DEPARTMENT OF ENGLISH LANGUAGE TEACHING,11,109,NULL,0
107346,ÖZEL EĞİTİM BÖLÜMÜ,ÖZEL EĞİT,Bölüm,107326,Aktif,DEPARTMENT OF SPECIAL EDUCATION,10,109,NULL,0
107347,TÜRKÇE EĞİTİMİ BÖLÜMÜ,TÜRKÇE EĞ,Bölüm,107326,Kapatılmış,DEPARTMENT OF TURKISH LANGUAGE TEACHING,10,NULL,NULL,0
107349,GÜZEL SANATLAR EĞİTİMİ BÖLÜMÜ,GÜZEL SAN,Bölüm,107326,Aktif,DEPARTMENT OF FINE ARTS EDUCATION,10,109,NULL,0
107350,RESİM-İŞ EĞİTİMİ ANABİLİM DALI,"RESİM-İŞ ",Anabilim Dalı,107349,Aktif,DEPARTMENT OF ART TEACHING,11,109,NULL,0
107351,MÜZİK EĞİTİMİ ANABİLİM DALI,MÜZİK EĞİ,Anabilim Dalı,107349,Aktif,DEPARTMENT OF MUSIC EDUCATION,11,101,NULL,0
107352,İLKÖĞRETİM BÖLÜMÜ,İLKÖĞRETİ,Bölüm,107326,Kapatılmış,DEPARTMENT OF PRIMARY EDUCATION,10,NULL,NULL,0
107353,İLKÖĞRETİM MATEMATİK EĞİTİMİ ANABİLİM DALI,İLKÖĞRETİ,Anabilim Dalı,298674,Kapatılmış,DEPARTMENT OF ELEMENTARY MATHEMATICS TEACHING,11,NULL,NULL,0
107354,FEN BİLGİSİ EĞİTİMİ ANABİLİM DALI,FEN BİLGİ,Anabilim Dalı,298674,Aktif,DEPARTMENT OF SCIENCE TEACHING,11,109,NULL,0
107355,SOSYAL BİLGİLER EĞİTİMİ ANABİLİM DALI,SOSYAL Bİ,Anabilim Dalı,298799,Aktif,DEPARTMENT OF SOCIAL STUDIES TEACHING,11,109,NULL,0
107356,OKUL ÖNCESİ EĞİTİMİ ANABİLİM DALI,OKUL ÖNCE,Anabilim Dalı,298607,Aktif,DEPARTMENT OF PRESCHOOL EDUCATION,11,109,NULL,0
107357,SINIF EĞİTİMİ ANABİLİM DALI,SINIF EĞİ,Anabilim Dalı,298607,Aktif,DEPARTMENT OF CLASSROOM TEACHING,11,109,NULL,0
107358,ORTAÖĞRETİM SOSYAL ALANLAR EĞİTİMİ BÖLÜMÜ,ORTAÖĞRET,Bölüm,107326,Kapatılmış,DEPARTMENT OF SECONDARY EDUCATION SOCIAL FIELDS TEACHING,10,NULL,NULL,0
107359,COĞRAFYA EĞİTİMİ ANABİLİM DALI,"COĞRAFYA ",Anabilim Dalı,298799,Aktif,DEPARTMENT OF GEOGRAPHY TEACHING,11,109,NULL,0
107360,TARİH EĞİTİMİ ANABİLİM DALI,TARİH EĞİ,Anabilim Dalı,298799,Aktif,DEPARTMENT OF HISTORY TEACHING,11,101,NULL,0
107361,FELSEFE GRUBU EĞİTİMİ ANABİLİM DALI,FELSEFE G,Anabilim Dalı,298799,Aktif,DEPARTMENT OF PHILOSOPHY GROUP TEACHING,11,109,NULL,0
107362,TÜRK DİLİ VE EDEBİYATI EĞİTİMİ ANABİLİM DALI,TÜRK DİLİ,Anabilim Dalı,298799,Aktif,DEPARTMENT OF TURKISH LANGUAGE AND LITERATURE TEACHING,11,109,NULL,0
107363,BİLGİSAYAR VE ÖĞRETİM TEKNOLOJİLERİ EĞİTİMİ BÖLÜMÜ,BİLGİSAYA,Bölüm,107326,Aktif,DEPARTMENT OF COMPUTER EDUCATION AND INSTRUCTIONAL TECHNOLOGY,10,109,NULL,0
107364,BİLGİSAYAR VE ÖĞRETİM TEKNOLOJİLERİ EĞİTİMİ ANABİLİM DALI,BİLGİSAYA,Anabilim Dalı,107363,Aktif,DEPARTMENT OF COMPUTER EDUCATION AND INSTRUCTIONAL TECHNOLOGY,11,109,NULL,0
107365,İLKÖĞRETİM DİN KÜLTÜRÜ VE AHLAK BİLGİSİ EĞİTİMİ BÖLÜMÜ,İLKÖĞRETİ,Bölüm,107409,Kapatılmış,DEPARTMENT OF EDUCATION OF RELIGIOUS CULTURE AND MORAL KNOWLEDGE IN PRIMARY EDUCATION,10,NULL,NULL,0
107366,GÜZEL SANATLAR FAKÜLTESİ,GÜZEL SAN,Fakülte,107211,Aktif,FACULTY OF FINE ARTS,2,101,NULL,0
107367,RESİM BÖLÜMÜ,RESİM BÖL,Bölüm,107366,Aktif,DEPARTMENT OF PAINTING,10,101,NULL,0
107368,FOTOĞRAF BÖLÜMÜ,"FOTOĞRAF ",Bölüm,107366,Aktif,DEPARTMENT OF PHOTOGRAPHY,10,101,NULL,0
107369,FOTOĞRAF ANASANAT DALI,"FOTOĞRAF ",Anasanat Dalı,107368,Kapatılmış,PHOTOGRAPHY ART MAJOR,15,NULL,NULL,0
107370,GRAFİK BÖLÜMÜ,GRAFİK BÖ,Bölüm,107366,Aktif,DEPARTMENT OF GRAPHIC ARTS,10,101,NULL,0
107371,GRAFİK ANASANAT DALI,GRAFİK AN,Anasanat Dalı,107370,Aktif,GRAPHIC ARTS ART MAJOR,15,101,NULL,0
107372,MÜZİKOLOJİ BÖLÜMÜ,MÜZİKOLOJ,Bölüm,107366,Aktif,DEPARTMENT OF MUSICOLOGY,10,101,NULL,0
107373,MÜZİKOLOJİ ANABİLİM DALI,MÜZİKOLOJ,Anabilim Dalı,107372,Aktif,DEPARTMENT OF MUSICOLOGY,11,101,NULL,0
107374,SERAMİK BÖLÜMÜ,SERAMİK B,Bölüm,107366,Aktif,DEPARTMENT OF CERAMICS,10,101,NULL,0
107375,SERAMİK ANASANAT DALI,SERAMİK A,Anasanat Dalı,107374,Aktif,CERAMICS ART MAJOR,15,101,NULL,0
107376,SAHNE DEKORLARI VE KOSTÜM BÖLÜMÜ,SAHNE DEK,Bölüm,107366,Aktif,DEPARTMENT OF STAGE PROPS AND COSTUME,10,101,NULL,0
107377,TİYATRO ANASANAT DALI,TİYATRO A,Anasanat Dalı,107376,Kapatılmış,THEATRE ART MAJOR,15,NULL,NULL,0
107378,TEMEL EĞİTİM BÖLÜMÜ,TEMEL EĞİ,Bölüm,107366,Aktif,DEPARTMENT OF BASIC EDUCATION,10,109,NULL,0
107379,TEKSTİL VE MODA TASARIMI BÖLÜMÜ,TEKSTİL V,Bölüm,107366,Aktif,DEPARTMENT OF FASHION AND TEXTILE DESIGN,10,101,NULL,0
107380,TEKSTİL TASARIMI ANASANAT DALI,TEKSTİL T,Anasanat Dalı,107379,Aktif,TEXTILE DESIGN ART MAJOR,15,101,NULL,0
107381,"RADYO, TELEVİZYON VE SİNEMA BÖLÜMÜ","RADYO, TE",Bölüm,107366,Aktif,"DEPARTMENT OF RADIO, TELEVISION AND CINEMA",10,105,NULL,0
107382,İÇ MİMARLIK BÖLÜMÜ,İÇ MİMARL,Bölüm,107366,Kapatılmış,DEPARTMENT OF INTERIOR ARCHITECTURE,10,NULL,NULL,0
107383,İÇ MİMARLIK ANASANAT DALI,İÇ MİMARL,Anasanat Dalı,107382,Kapatılmış,INTERIOR ARCHITECTURE ART MAJOR,15,NULL,NULL,0
107384,HUKUK FAKÜLTESİ,HUKUK FAK,Fakülte,107211,Aktif,FACULTY OF LAW,2,NULL,NULL,0
107385,KAMU HUKUKU BÖLÜMÜ,KAMU HUKU,Bölüm,107384,Aktif,DEPARTMENT OF PUBLIC LAW,10,110,NULL,0
107386,ANAYASA HUKUKU ANABİLİM DALI,ANAYASA H,Anabilim Dalı,107385,Aktif,"DEPARTMENT OF CONSTITUTIONAL LAW
",11,110,NULL,0
107387,CEZA VE CEZA MUHAKEMESİ HUKUKU ANABİLİM DALI,CEZA VE C,Anabilim Dalı,107385,Aktif,DEPARTMENT OF CRIMINAL AND CRIMINAL PROCEDURE LAW,11,110,NULL,0
107388,DEVLETLER UMUMİ HUKUKU ANABİLİM DALI,DEVLETLER,Anabilim Dalı,107385,Aktif,DEPARTMENT OF INTERNATIONAL LAW,11,110,NULL,0
107389,GENEL KAMU HUKUKU ANABİLİM DALI,GENEL KAM,Anabilim Dalı,107385,Aktif,DEPARTMENT OF GENERAL PUBLIC LAW,11,110,NULL,0
107390,HUKUK FELSEFESİ VE SOSYOLOJİSİ ANABİLİM DALI,HUKUK FEL,Anabilim Dalı,107385,Aktif,DEPARTMENT OF PHILOSOPHY OF LAW AND SOCIOLOGY,11,110,NULL,0
107391,İDARE HUKUKU ANABİLİM DALI,İDARE HUK,Anabilim Dalı,107385,Aktif,DEPARTMENT OF ADMINISTRATIVE LAW,11,110,NULL,0
107392,VERGİ HUKUKU ANABİLİM DALI,VERGİ HUK,Anabilim Dalı,107385,Aktif,DEPARTMENT OF TAX LAW,11,110,NULL,0
107393,ÇEVRE HUKUKU ANABİLİM DALI,ÇEVRE HUK,Anabilim Dalı,107385,Aktif,DEPARTMENT OF ENVIRONMENTAL LAW,11,110,NULL,0
107394,TÜRK HUKUKU TARİHİ ANABİLİM DALI,TÜRK HUKU,Anabilim Dalı,107385,Aktif,DEPARTMENT OF HISTORY OF TURKISH LAW,11,110,NULL,0
107395,MALİYE VE EKONOMİ BÖLÜMÜ,MALİYE VE,Bölüm,107384,Kapatılmış,DEPARTMENT OF FINANCE AND ECONOMICS,10,NULL,NULL,0
107396,EKONOMİ ANABİLİM DALI,EKONOMİ A,Anabilim Dalı,107395,Kapatılmış,DEPARTMENT OF ECONOMICS,11,NULL,NULL,0
107397,MALİYE ANABİLİM DALI,MALİYE AN,Anabilim Dalı,107395,Kapatılmış,DEPARTMENT OF PUBLIC FINANCE,11,NULL,NULL,0
107398,ÖZEL HUKUK BÖLÜMÜ,ÖZEL HUKU,Bölüm,107384,Aktif,DEPARTMENT OF PRIVATE LAW,10,110,NULL,0
107399,İŞ VE SOSYAL GÜVENLİK HUKUKU ANABİLİM DALI,İŞ VE SOS,Anabilim Dalı,107398,Aktif,DEPARTMENT OF BUSINESS AND SOCIAL SECURITY LAW,11,110,NULL,0
107400,DEVLETLER ÖZEL HUKUKU ANABİLİM DALI,DEVLETLER,Anabilim Dalı,107398,Aktif,DEPARTMENT OF INTERNATIONAL PRIVATE LAW,11,110,NULL,0
107401,İSLAM HUKUKU ANABİLİM DALI,İSLAM HUK,Anabilim Dalı,107398,Aktif,DEPARTMENT OF ISLAMIC LAW,11,101,NULL,0
107402,MEDENİ HUKUK ANABİLİM DALI,MEDENİ HU,Anabilim Dalı,107398,Aktif,DEPARTMENT OF CIVIL LAW,3,110,NULL,NULL
107403,MEDENİ USUL VE İCRA İFLAS HUKUKU ANABİLİM DALI,MEDENİ US,Anabilim Dalı,107398,Aktif,DEPARTMENT OF CIVIL PROCEDURE AND BANKRUPTCY AND ENFORCEMENT LAW,11,110,NULL,0
107404,ROMA HUKUKU ANABİLİM DALI,ROMA HUKU,Anabilim Dalı,107398,Aktif,DEPARTMENT OF ROMAN LAW,11,110,NULL,0
107405,AVRUPA BİRLİĞİ HUKUKU ANABİLİM DALI,AVRUPA Bİ,Anabilim Dalı,107398,Aktif,DEPARTMENT OF EUROPEAN UNION LAW,11,110,NULL,0
107406,KARŞILAŞTIRMALI HUKUK ANABİLİM DALI,KARŞILAŞT,Anabilim Dalı,107398,Aktif,DEPARTMENT OF COMPARATIVE LAW,11,110,NULL,0
107407,DENİZ VE SİGORTA HUKUKU ANABİLİM DALI,"DENİZ VE ",Anabilim Dalı,107398,Aktif,DEPARTMENT OF MARITIME AND INSURANCE LAW,11,110,NULL,0
107408,TİCARET HUKUKU ANABİLİM DALI,TİCARET H,Anabilim Dalı,107398,Aktif,DEPARTMENT OF COMMERCIAL LAW,3,110,NULL,NULL
107409,İLAHİYAT FAKÜLTESİ,"İLAHİYAT ",Fakülte,107211,Aktif,FACULTY OF THEOLOGY,2,NULL,NULL,0
107410,TEMEL İSLAM BİLİMLERİ BÖLÜMÜ,TEMEL İSL,Bölüm,107409,Aktif,DEPARTMENT OF BASIC ISLAMIC SCIENCES,10,101,NULL,0
107411,HADİS ANABİLİM DALI,HADİS ANA,Anabilim Dalı,107410,Aktif,DEPARTMENT OF HADITH,11,101,NULL,0
107412,KELAM ANABİLİM DALI,KELAM ANA,Anabilim Dalı,107410,Aktif,DEPARTMENT OF KALAM,11,101,NULL,0
107413,TEFSİR ANABİLİM DALI,TEFSİR AN,Anabilim Dalı,107410,Aktif,DEPARTMENT OF TAFSIR,11,101,NULL,0
107414,İSLAM HUKUKU ANABİLİM DALI,İSLAM HUK,Anabilim Dalı,107410,Aktif,DEPARTMENT OF ISLAMIC LAW,11,101,NULL,0
107415,İSLAM MEZHEPLERİ TARİHİ ANABİLİM DALI,İSLAM MEZ,Anabilim Dalı,107410,Aktif,DEPARTMENT OF HISTORY OF ISLAMIC SECTS,11,101,NULL,0
107416,TASAVVUF ANABİLİM DALI,"TASAVVUF ",Anabilim Dalı,107410,Aktif,DEPARTMENT OF SUFISM,11,101,NULL,0
107417,ARAP DİLİ VE BELAGATI ANABİLİM DALI,ARAP DİLİ,Anabilim Dalı,107410,Aktif,DEPARTMENT OF ARABIC LANGUAGE AND RHETORIC,11,101,NULL,0
107418,FELSEFE VE DİN BİLİMLERİ BÖLÜMÜ,FELSEFE V,Bölüm,107409,Aktif,DEPARTMENT OF PHILOSOPHY AND RELIGIOUS STUDIES,10,101,NULL,0
107419,DİN EĞİTİMİ ANABİLİM DALI,DİN EĞİTİ,Anabilim Dalı,107418,Aktif,DEPARTMENT OF RELIGION EDUCATION,11,109,NULL,0
107420,DİNLER TARİHİ ANABİLİM DALI,DİNLER TA,Anabilim Dalı,107418,Aktif,DEPARTMENT OF HISTORY OF RELIGIONS,11,101,NULL,0
107421,FELSEFE TARİHİ ANABİLİM DALI,FELSEFE T,Anabilim Dalı,107418,Aktif,DEPARTMENT OF HISTORY OF PHILOSOPHY,11,101,NULL,0
107422,İSLAM FELSEFESİ ANABİLİM DALI,İSLAM FEL,Anabilim Dalı,107418,Aktif,DEPARTMENT OF ISLAMIC PHILOSOPHY,11,101,NULL,0
107423,DİN FELSEFESİ ANABİLİM DALI,DİN FELSE,Anabilim Dalı,107418,Aktif,DEPARTMENT OF PHILOSOPHY OF RELIGION,11,101,NULL,0
107424,MANTIK ANABİLİM DALI,MANTIK AN,Anabilim Dalı,107418,Aktif,DEPARTMENT OF LOGIC,11,107,NULL,0
107425,DİN SOSYOLOJİSİ ANABİLİM DALI,DİN SOSYO,Anabilim Dalı,107418,Aktif,DEPARTMENT OF SOCIOLOGY OF RELIGION,11,101,NULL,0
107426,DİN PSİKOLOJİSİ ANABİLİM DALI,DİN PSİKO,Anabilim Dalı,107418,Aktif,DEPARTMENT OF PSYCHOLOGY OF RELIGION,11,101,NULL,0
107427,İSLAM TARİHİ VE SANATLARI BÖLÜMÜ,İSLAM TAR,Bölüm,107409,Aktif,DEPARTMENT OF ISLAMIC HISTORY AND ARTS,10,101,NULL,0
107428,İSLAM TARİHİ ANABİLİM DALI,İSLAM TAR,Anabilim Dalı,107427,Aktif,DEPARTMENT OF ISLAMIC HISTORY,11,101,NULL,0
107429,TÜRK İSLAM SANATLARI TARİHİ ANABİLİM DALI,TÜRK İSLA,Anabilim Dalı,107427,Aktif,DEPARTMENT OF HISTORY OF TURKISH-ISLAMIC ARTS,11,101,NULL,0
107430,TÜRK İSLAM EDEBİYATI ANABİLİM DALI,TÜRK İSLA,Anabilim Dalı,107427,Aktif,DEPARTMENT OF TURKISH-ISLAMIC LITERATURE,11,101,NULL,0
107431,TÜRK DİN MUSİKİSİ ANABİLİM DALI,"TÜRK DİN ",Anabilim Dalı,107427,Aktif,DEPARTMENT OF TURKISH RELIGIOUS MUSIC,11,101,NULL,0
107432,İLAHİYAT PR.,"İLAHİYAT ",Lisans,107409,Aktif,THEOLOGY PR.,13,101,NULL,0
107433,İLKÖĞRETİM DİN KÜLTÜRÜ VE AHLAK BİLGİSİ ÖĞRETMENLİĞİ PR.,İLKÖĞRETİ,Lisans,107365,Kapatılmış,TEACHING OF RELIGIOUS CULTURE AND MORAL KNOWLEDGE IN PRIMARY EDUCATION PR.,13,NULL,NULL,0
107435,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,"İKTİSADİ ",Fakülte,107211,Aktif,FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES,2,NULL,NULL,0
107436,EKONOMETRİ BÖLÜMÜ,EKONOMETR,Bölüm,107435,Aktif,DEPARTMENT OF ECONOMETRICS,10,108,NULL,0
107437,EKONOMETRİ ANABİLİM DALI,EKONOMETR,Anabilim Dalı,107436,Kapatılmış,DEPARTMENT OF ECONOMETRICS,11,108,NULL,0
107438,İSTATİSTİK ANABİLİM DALI,İSTATİSTİ,Anabilim Dalı,107436,Aktif,DEPARTMENT OF STATISTICS,11,107,NULL,0
107439,YÖNEYLEM ANABİLİM DALI,"YÖNEYLEM ",Anabilim Dalı,107436,Aktif,DEPARTMENT OF OPERATION,11,108,NULL,0
107440,İKTİSAT BÖLÜMÜ,İKTİSAT B,Bölüm,107435,Aktif,DEPARTMENT OF ECONOMICS,10,108,NULL,0
107441,"İKTİSADİ GELİŞME, ULUSLARARASI İKTİSAT ANABİLİM DALI","İKTİSADİ ",Anabilim Dalı,107440,Aktif,DEPARTMENT OF ECONOMIC DEVELOPMENT AND INTERNATIONAL ECONOMICS,11,108,NULL,0
107442,İKTİSAT POLİTİKASI ANABİLİM DALI,İKTİSAT P,Anabilim Dalı,107440,Aktif,DEPARTMENT OF ECONOMIC POLICY,11,108,NULL,0
107443,İKTİSAT TEORİSİ ANABİLİM DALI,İKTİSAT T,Anabilim Dalı,107440,Aktif,DEPARTMENT OF ECONOMIC THEORY,11,108,NULL,0
107444,İKTİSAT TARİHİ ANABİLİM DALI,İKTİSAT T,Anabilim Dalı,107440,Aktif,DEPARTMENT OF ECONOMIC HISTORY,11,108,NULL,0
107445,İŞLETME BÖLÜMÜ,İŞLETME B,Bölüm,107435,Aktif,DEPARTMENT OF BUSINESS ADMINISTRATION,10,108,NULL,0
107446,KOOPERATİFÇİLİK ANABİLİM DALI,KOOPERATİ,Anabilim Dalı,107445,Kapatılmış,DEPARTMENT OF COOPERATIVE MANAGEMENT,11,NULL,NULL,0
107447,MUHASEBE VE FİNANSMAN ANABİLİM DALI,"MUHASEBE ",Anabilim Dalı,107445,Aktif,DEPARTMENT OF ACCOUNTING AND FINANCE,11,108,NULL,0
107448,SAYISAL YÖNTEMLER ANABİLİM DALI,SAYISAL Y,Anabilim Dalı,107445,Aktif,DEPARTMENT OF QUANTITATIVE METHODS,11,107,NULL,0
107449,TİCARET HUKUKU ANABİLİM DALI,TİCARET H,Anabilim Dalı,107445,Kapatılmış,DEPARTMENT OF COMMERCIAL LAW,11,NULL,NULL,0
107450,ÜRETİM YÖNETİMİ VE PAZARLAMA ANABİLİM DALI,ÜRETİM YÖ,Anabilim Dalı,107445,Kapatılmış,DEPARTMENT OF PRODUCTION MANAGEMENT AND MARKETING,11,NULL,NULL,0
107451,YÖNETİM VE ORGANİZASYON ANABİLİM DALI,YÖNETİM V,Anabilim Dalı,107445,Aktif,DEPARTMENT OF ADMINISTRATION AND ORGANIZATION,11,108,NULL,0
107452,MALİYE BÖLÜMÜ,MALİYE BÖ,Bölüm,107435,Aktif,DEPARTMENT OF PUBLIC FINANCE,10,108,NULL,0
107453,MALİ HUKUK ANABİLİM DALI,MALİ HUKU,Anabilim Dalı,107452,Aktif,DEPARTMENT OF FINANCE LAW,11,108,NULL,0
107454,MALİ İKTİSAT ANABİLİM DALI,MALİ İKTİ,Anabilim Dalı,107452,Aktif,DEPARTMENT OF FISCAL ECONOMICS,11,108,NULL,0
107455,MALİYE TEORİSİ ANABİLİM DALI,MALİYE TE,Anabilim Dalı,107452,Aktif,DEPARTMENT OF THEORY OF PUBLIC FINANCE,11,108,NULL,0
107456,BÜTÇE VE MALİ PLANLAMA ANABİLİM DALI,"BÜTÇE VE ",Anabilim Dalı,107452,Aktif,DEPARTMENT OF BUDGET AND FINANCIAL PLANNING,11,108,NULL,0
107457,ULUSLARARASI İLİŞKİLER BÖLÜMÜ,ULUSLARAR,Bölüm,107435,Kapatılmış,DEPARTMENT OF INTERNATIONAL RELATIONS,10,105,NULL,0
107458,DEVLETLER HUKUKU ANABİLİM DALI,DEVLETLER,Anabilim Dalı,107457,Kapatılmış,DEPARTMENT OF INTERNATIONAL LAW,11,110,NULL,0
107459,SİYASİ TARİH ANABİLİM DALI,SİYASİ TA,Anabilim Dalı,107457,Kapatılmış,DEPARTMENT OF POLITICAL HISTORY,11,105,NULL,0
107460,ULUSARASI İLİŞKİLER ANABİLİM DALI,ULUSARASI,Anabilim Dalı,107457,Kapatılmış,DEPARTMENT OF INTERNATIONAL RELATIONS,11,NULL,NULL,0
107461,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,MÜHENDİSL,Fakülte,107211,Kapatılmış,FACULTY OF ENGINEERING-ARCHITECTURE,2,NULL,NULL,0
107462,BİLGİSAYAR MÜHENDİSLİĞİ BÖLÜMÜ,BİLGİSAYA,Bölüm,107461,Kapatılmış,DEPARTMENT OF COMPUTER ENGINEERING,10,NULL,NULL,0
107463,BİLGİSAYAR BİLİMLERİ ANABİLİM DALI,BİLGİSAYA,Anabilim Dalı,107462,Kapatılmış,DEPARTMENT OF COMPUTER SCIENCES,11,NULL,NULL,0
107464,BİLGİSAYAR DONANIMI ANABİLİM DALI,BİLGİSAYA,Anabilim Dalı,107462,Kapatılmış,DEPARTMENT OF COMPUTER HARDWARE,11,NULL,NULL,0
107465,BİLGİSAYAR YAZILIMI ANABİLİM DALI,BİLGİSAYA,Anabilim Dalı,107462,Kapatılmış,DEPARTMENT OF COMPUTER SOFTWARE,11,"103       ",NULL,0
107466,KONTROL VE KUMANDA SİSTEMLER ANABİLİM DALI,KONTROL V,Anabilim Dalı,107462,Kapatılmış,DEPARTMENT OF CONTROL AND COMMAND SYSTEMS,11,NULL,NULL,0
107467,BİLGİSAYAR MÜHENDİSLİĞİ KURAMSAL TEMELLER ANABİLİM DALI,BİLGİSAYA,Anabilim Dalı,107462,Kapatılmış,DEPARTMENT OF THEORETICAL PRINCIPALS OF COMPUTER ENGINEERING,11,NULL,NULL,0
