RID,CuAuthorID,ResearcherID,ResearcherIDTip,Oncelik,Tarandi,Dogrulandi,DogrulayanPersonelRol_Id,DogrulamaZamani
435,278,0000-0002-9654-2183,2,1,NULL,NULL,NULL,NULL
436,279,J-9522-2018,1,1,NULL,NULL,NULL,NULL
437,279,0000-0001-7937-1901,2,1,NULL,NULL,NULL,NULL
438,280,G-5228-2018,1,1,NULL,NULL,NULL,NULL
440,282,0000-0002-2472-0526,2,1,NULL,NULL,NULL,NULL
441,283,0000-0001-9497-7928,2,1,NULL,NULL,NULL,NULL
442,283,Elif,3,1,NULL,NULL,NULL,NULL
443,284,ABF-1511-2020,1,1,NULL,1,10664,2024-10-08 14:14:41.010
444,284,G-3396-2019,1,2,NULL,1,10664,2024-10-08 14:14:41.010
445,284,0000-0002-9648-1667,2,1,NULL,1,10664,2024-10-08 14:14:41.010
446,285,G-7666-2018,1,1,NULL,NULL,NULL,NULL
447,285,0000-0002-6519-864X,2,1,NULL,NULL,NULL,NULL
448,286,F-4592-2018,1,1,NULL,NULL,NULL,NULL
449,286,ISV-8840-2023,1,2,NULL,NULL,NULL,NULL
450,286,0000-0002-9386-091X,2,1,NULL,NULL,NULL,NULL
451,287,G-7064-2018,1,1,NULL,NULL,NULL,NULL
453,289,J-1974-2018,1,1,NULL,NULL,NULL,NULL
454,289,0000-0002-9872-1409,2,1,NULL,NULL,NULL,NULL
455,290,0000-0002-9164-2791,2,1,NULL,NULL,NULL,NULL
457,291,0000-0003-1695-9876,2,1,NULL,NULL,NULL,NULL
458,292,G-7525-2018,1,1,NULL,NULL,NULL,NULL
459,292,0000-0003-4999-0247,2,1,NULL,NULL,NULL,NULL
460,295,L-1489-2018,1,1,NULL,NULL,NULL,NULL
461,298,G-7556-2018,1,1,NULL,1,10675,2024-11-15 12:31:29.757
462,298,0000-0003-1887-6767,2,1,NULL,1,10675,2024-11-15 12:31:29.757
463,299,K-1025-2018,1,1,NULL,NULL,NULL,NULL
464,299,0000-0001-7758-7100,2,1,NULL,NULL,NULL,NULL
465,300,G-3785-2018,1,1,NULL,NULL,NULL,NULL
466,300,0000-0003-4076-2619,2,1,NULL,NULL,NULL,NULL
467,300,pny2XbwAAAAJ,3,1,NULL,NULL,NULL,NULL
468,303,ADR-5925-2022,1,1,NULL,NULL,NULL,NULL
469,303,0000-0002-1754-5205,2,1,NULL,NULL,NULL,NULL
471,304,0000-0001-6131-4458,2,1,NULL,1,10678,2024-10-08 13:27:53.327
472,305,0000-0003-1275-4574,2,1,NULL,NULL,NULL,NULL
474,306,0000-0002-7104-9544,2,1,NULL,NULL,NULL,NULL
475,308,K-6166-2018,1,1,NULL,NULL,NULL,NULL
476,308,0000-0001-6297-9865,2,1,NULL,NULL,NULL,NULL
477,309,I-8669-2018,1,1,NULL,NULL,NULL,NULL
478,310,G-4891-2018,1,1,NULL,NULL,NULL,NULL
479,310,0000-0002-8639-7613,2,1,NULL,NULL,NULL,NULL
481,311,0000-0003-1320-5649,2,1,NULL,NULL,NULL,NULL
482,312,AAA-6612-2022,1,1,NULL,NULL,NULL,NULL
483,312,HJI-1688-2023,1,2,NULL,NULL,NULL,NULL
484,312,0000-0002-2757-718X,2,1,NULL,NULL,NULL,NULL
485,313,J-7996-2018,1,1,NULL,NULL,NULL,NULL
486,313,IVH-6020-2023,1,2,NULL,NULL,NULL,NULL
487,313,0000-0002-7446-9405,2,1,NULL,NULL,NULL,NULL
488,315,0000-0002-9413-5162,2,1,NULL,NULL,NULL,NULL
489,316,J-9377-2018,1,1,NULL,NULL,NULL,NULL
490,316,0000-0001-9897-6674,2,1,NULL,NULL,NULL,NULL
491,317,E-8827-2018,1,1,NULL,NULL,NULL,NULL
492,317,0000-0003-0418-3345,2,1,NULL,NULL,NULL,NULL
493,319,E-5813-2018,1,1,NULL,1,10687,2024-12-18 15:31:41.347
494,319,0000-0001-9940-2832,2,1,NULL,1,10687,2024-12-18 15:31:41.347
495,320,K-3439-2018,1,1,NULL,NULL,NULL,NULL
496,320,0000-0003-4449-2708,2,1,NULL,NULL,NULL,NULL
497,321,J-9246-2018,1,1,NULL,1,10689,2024-10-15 12:27:46.430
498,321,0000-0001-9871-0956,2,1,NULL,1,10689,2024-10-15 12:27:46.430
499,322,J-3894-2018,1,1,NULL,NULL,NULL,NULL
500,322,0000-0002-4668-0852,2,1,NULL,NULL,NULL,NULL
501,323,AAH-7122-2019,1,1,NULL,NULL,NULL,NULL
502,323,0000-0001-7058-760X,2,1,NULL,NULL,NULL,NULL
503,325,S-6543-2017,1,1,NULL,NULL,NULL,NULL
504,325,0000-0002-3867-2369,2,1,NULL,NULL,NULL,NULL
506,326,0000-0002-3293-150X,2,1,NULL,NULL,NULL,NULL
507,326,5D4pYm4AAAAJ,3,1,NULL,NULL,NULL,NULL
508,326,55843325100,4,1,NULL,NULL,NULL,NULL
509,328,0000-0002-7958-180X,2,1,NULL,NULL,NULL,NULL
511,329,F-9787-2018,1,1,NULL,NULL,NULL,NULL
512,329,0000-0003-0889-8196,2,1,NULL,NULL,NULL,NULL
513,330,0000-0002-5687-0932,2,1,NULL,NULL,NULL,NULL
514,331,0000-0002-0656-0610,2,1,NULL,NULL,NULL,NULL
515,333,F-4449-2018,1,1,NULL,NULL,NULL,NULL
516,333,0000-0002-7642-9546,2,1,NULL,NULL,NULL,NULL
517,333,ldzCthcAAAAJ,3,1,NULL,NULL,NULL,NULL
518,333,6602326401,4,1,NULL,NULL,NULL,NULL
519,336,Y-4325-2018,1,1,NULL,1,10699,2024-11-15 17:04:08.050
520,336,0000-0001-7285-0336,2,1,NULL,1,10699,2024-11-15 17:04:08.050
521,337,E-1526-2018,1,1,NULL,NULL,NULL,NULL
522,337,0000-0003-4164-4227,2,1,NULL,NULL,NULL,NULL
523,338,F-7650-2018,1,1,NULL,NULL,NULL,NULL
524,338,0000-0001-6821-2681,2,1,NULL,NULL,NULL,NULL
525,339,0000-0003-3205-1710,2,1,NULL,NULL,NULL,NULL
526,340,0000-0003-4421-2956,2,1,NULL,NULL,NULL,NULL
527,341,J-7282-2018,1,1,NULL,NULL,NULL,NULL
528,341,0000-0002-6299-5811,2,1,NULL,NULL,NULL,NULL
529,342,J-6954-2018,1,1,NULL,NULL,NULL,NULL
530,343,J-3933-2018,1,1,NULL,NULL,NULL,NULL
531,343,0000-0002-0541-0178,2,1,NULL,NULL,NULL,NULL
532,344,D-7912-2018,1,1,NULL,NULL,NULL,NULL
533,345,AAB-3529-2019,1,1,NULL,NULL,NULL,NULL
534,345,0000-0003-3002-3206,2,1,NULL,NULL,NULL,NULL
537,346,0000-0001-5630-5522,2,1,NULL,1,12258,2024-10-16 10:20:14.893
538,348,0000-0003-0809-7364,2,1,NULL,NULL,NULL,NULL
539,349,0000-0003-2846-2226,2,1,NULL,NULL,NULL,NULL
540,350,C-3436-2015,1,1,NULL,NULL,NULL,NULL
541,350,0000-0002-3764-7639,2,1,NULL,NULL,NULL,NULL
542,350,56321181300,4,1,NULL,NULL,NULL,NULL
543,351,J-4876-2018,1,1,NULL,NULL,NULL,NULL
544,351,0000-0002-5141-3337,2,1,NULL,NULL,NULL,NULL
545,352,AAA-1711-2022,1,1,NULL,0,NULL,2024-10-14 09:21:55.087
546,352,0000-0002-8217-5642,2,1,NULL,1,10708,2024-10-14 09:21:55.100
547,354,C-3402-2018,1,1,NULL,1,10709,2024-11-14 10:40:27.977
548,354,0000-0003-0158-9577,2,1,NULL,1,10709,2024-11-14 10:40:27.977
549,355,F-6132-2018,1,1,NULL,NULL,NULL,NULL
550,355,0000-0002-2977-6334,2,1,NULL,NULL,NULL,NULL
551,356,AAC-7360-2022,1,1,NULL,NULL,NULL,NULL
552,356,0000-0002-6338-2195,2,1,NULL,NULL,NULL,NULL
554,360,0000-0002-9289-3672,2,1,NULL,NULL,NULL,NULL
555,361,J-2838-2018,1,1,NULL,NULL,NULL,NULL
556,362,0000-0001-5620-6372,2,1,NULL,NULL,NULL,NULL
557,364,V-9735-2017,1,1,NULL,1,10715,2024-10-08 13:18:27.120
558,364,0000-0001-6463-1678,2,1,NULL,1,10715,2024-10-08 13:18:27.120
559,366,T-1376-2018,1,1,NULL,NULL,NULL,NULL
560,366,0000-0001-6153-3714,2,1,NULL,NULL,NULL,NULL
561,367,L-4581-2018,1,1,NULL,NULL,NULL,NULL
562,367,0000-0002-0860-1498,2,1,NULL,NULL,NULL,NULL
563,367,gN6Q7IQAAAAJ,3,1,NULL,NULL,NULL,NULL
564,369,J-6443-2018,1,1,NULL,NULL,NULL,NULL
565,369,0000-0003-2996-0286,2,1,NULL,NULL,NULL,NULL
566,370,0000-0003-0792-265X,2,1,NULL,NULL,NULL,NULL
567,371,G-7648-2018,1,1,NULL,NULL,NULL,NULL
568,371,0000-0002-2058-3966,2,1,NULL,NULL,NULL,NULL
569,372,J-3749-2018,1,1,NULL,NULL,NULL,NULL
570,372,0000-0001-9482-9247,2,1,NULL,NULL,NULL,NULL
571,373,0000-0002-9053-8941,2,1,NULL,1,10721,2024-10-08 16:57:09.817
572,374,J-6427-2018,1,1,NULL,NULL,NULL,NULL
573,374,0000-0002-0689-6632,2,1,NULL,NULL,NULL,NULL
574,375,0000-0002-1020-1151,2,1,NULL,NULL,NULL,NULL
575,376,E-8622-2018,1,1,NULL,NULL,NULL,NULL
576,376,CAF-7489-2022,1,2,NULL,NULL,NULL,NULL
577,376,0000-0002-4312-8528,2,1,NULL,NULL,NULL,NULL
578,376,bh4efn4AAAAJ,3,1,NULL,NULL,NULL,NULL
579,377,K-7803-2018,1,1,NULL,NULL,NULL,NULL
580,377,0000-0003-3182-2122,2,1,NULL,NULL,NULL,NULL
581,378,F-7381-2018,1,1,NULL,NULL,NULL,NULL
582,379,0000-0002-1663-648X,2,1,NULL,NULL,NULL,NULL
583,379,G-4141-2018,3,1,NULL,NULL,NULL,NULL
585,380,0000-0002-0223-8034,2,1,NULL,NULL,NULL,NULL
586,380,HFGswFQAAAAJ,3,1,NULL,NULL,NULL,NULL
587,381,I-9931-2018,1,1,NULL,NULL,NULL,NULL
588,381,0000-0002-8475-6619,2,1,NULL,NULL,NULL,NULL
589,382,0000-0001-9629-5736,2,1,NULL,NULL,NULL,NULL
590,383,0000-0003-4427-6220,2,1,NULL,NULL,NULL,NULL
591,385,H-1369-2018,1,1,NULL,1,10729,2024-11-07 15:13:56.723
592,385,0000-0003-3578-7336,2,1,NULL,1,10729,2024-11-07 15:13:56.723
593,385,XuwCZQIAAAAJ,3,1,NULL,1,10729,2024-11-07 15:13:56.707
594,386,G-4004-2018,1,1,NULL,NULL,NULL,NULL
595,386,0000-0002-9969-2005,2,1,NULL,NULL,NULL,NULL
596,386,msarigecili,3,1,NULL,NULL,NULL,NULL
597,388,0000-0002-1518-2412,2,1,NULL,1,12656,2024-10-11 09:08:09.773
598,390,G-4795-2018,1,1,NULL,NULL,NULL,NULL
599,391,F-1466-2018,1,1,NULL,NULL,NULL,NULL
600,391,0000-0003-0418-1921,2,1,NULL,NULL,NULL,NULL
601,393," G-4830-2018",1,1,NULL,NULL,NULL,NULL
602,394,V-4217-2017,1,1,NULL,NULL,NULL,NULL
603,394,0000-0002-9930-2505,2,1,NULL,NULL,NULL,NULL
604,395,AAA-5400-2021,1,1,NULL,NULL,NULL,NULL
605,395,0000-0002-3724-4856,2,1,NULL,NULL,NULL,NULL
607,395,57420233100,4,1,NULL,NULL,NULL,NULL
609,396,0000-0001-5876-4116,2,1,NULL,NULL,NULL,NULL
610,396,-kdl_XYAAAAJ,3,1,NULL,NULL,NULL,NULL
611,397,Y-2315-2019,1,1,NULL,NULL,NULL,NULL
612,397,0000-0001-8113-813X,2,1,NULL,NULL,NULL,NULL
613,397,57189996126,4,1,NULL,NULL,NULL,NULL
614,398,V-2401-2018,1,1,NULL,NULL,NULL,NULL
615,400,G-3029-2018,1,1,NULL,NULL,NULL,NULL
616,400,0000-0001-6118-9036,2,1,NULL,1,10736,2025-01-13 16:37:10.290
618,400,7003292352,4,1,NULL,NULL,NULL,NULL
619,403,G-4546-2018,1,1,NULL,NULL,NULL,NULL
620,403,0000-0002-2897-4144,2,1,NULL,NULL,NULL,NULL
621,404,E-9649-2018,1,1,NULL,NULL,NULL,NULL
622,404,0000-0001-6295-553X,2,1,NULL,NULL,NULL,NULL
623,405,0000-0002-4677-8059,2,1,NULL,NULL,NULL,NULL
624,405,54911950000,4,1,NULL,NULL,NULL,NULL
626,406,0000-0003-1958-0634,2,1,NULL,NULL,NULL,NULL
627,407,0000-0002-6742-5690,2,1,NULL,1,10743,2024-10-08 16:10:50.313
628,409,K-6570-2013,1,1,NULL,NULL,NULL,NULL
629,409,0000-0002-3064-5868,2,1,NULL,NULL,NULL,NULL
630,410,J-8068-2018,1,1,NULL,NULL,NULL,NULL
631,410,0000-0002-0899-894X,2,1,NULL,NULL,NULL,NULL
633,411,GLV-1060-2022,1,2,NULL,NULL,NULL,NULL
634,411,0000-0002-3669-488X,2,1,NULL,NULL,NULL,NULL
635,412,J-2061-2018,1,1,NULL,NULL,NULL,NULL
637,413,0000-0002-0458-7609,2,1,NULL,1,10748,2024-10-09 13:52:18.497
638,414,V-3342-2018,1,1,NULL,NULL,NULL,NULL
639,415,F-9764-2018,1,1,NULL,NULL,NULL,NULL
640,416,C-3131-2018,1,1,NULL,NULL,NULL,NULL
641,416,0000-0002-1230-8964,2,1,NULL,NULL,NULL,NULL
643,417,0000-0001-8995-756X,2,1,NULL,NULL,NULL,NULL
645,418,0000-0001-9340-516X,2,1,NULL,1,10753,2024-11-25 19:01:24.137
646,418,Asl,3,1,NULL,0,NULL,2024-11-25 19:01:24.137
647,419,W-1430-2017,1,1,NULL,NULL,NULL,NULL
648,419,AAD-1488-2022,1,2,NULL,NULL,NULL,NULL
649,419,0000-0003-3438-3241,2,1,NULL,NULL,NULL,NULL
650,419,14031576400,4,1,NULL,NULL,NULL,NULL
651,422,0000-0002-1448-104X,2,1,NULL,NULL,NULL,NULL
652,422,sQv8gZ0,3,1,NULL,NULL,NULL,NULL
653,425,E-5154-2018,1,1,NULL,NULL,NULL,NULL
654,425,0000-0003-3026-4034,2,1,NULL,NULL,NULL,NULL
655,426,J-9442-2018,1,1,NULL,NULL,NULL,NULL
656,427,K-2287-2018,1,1,NULL,NULL,NULL,NULL
657,428,J-9476-2018,1,1,NULL,NULL,NULL,NULL
658,428,0000-0002-6012-2320,2,1,NULL,NULL,NULL,NULL
660,429,0000-0002-2112-3136,2,1,NULL,NULL,NULL,NULL
661,429,54783344900,4,1,NULL,NULL,NULL,NULL
662,430,0000-0001-9415-6871,2,1,NULL,NULL,NULL,NULL
663,431,K-6227-2018,1,1,NULL,NULL,NULL,NULL
664,431,0000-0002-7224-8764,2,1,NULL,NULL,NULL,NULL
665,433,J-8066-2018,1,1,NULL,NULL,NULL,NULL
666,433,0000-0002-8467-2079,2,1,NULL,NULL,NULL,NULL
667,434,0000-0003-2728-4288,2,1,NULL,1,10763,2024-11-08 15:09:36.467
668,436,E-8493-2018,1,1,NULL,NULL,NULL,NULL
670,437,0000-0003-0708-5417,2,1,NULL,NULL,NULL,NULL
671,438,HKF-6840-2023,1,1,NULL,NULL,NULL,NULL
672,439,U-5078-2018,1,1,NULL,NULL,NULL,NULL
673,439,0000-0003-4497-9313,2,1,NULL,NULL,NULL,NULL
674,442,B-8938-2018,1,1,NULL,NULL,NULL,NULL
675,442,0000-0002-1825-6376,2,1,NULL,NULL,NULL,NULL
676,443,0000-0002-6957-9212,2,1,NULL,NULL,NULL,NULL
677,444,J-1658-2018,1,1,NULL,NULL,NULL,NULL
678,444,0000-0001-7977-0419,2,1,NULL,NULL,NULL,NULL
679,444,6603650784,4,1,NULL,NULL,NULL,NULL
680,445,A-5860-2012,1,1,NULL,1,10772,2024-12-30 09:43:26.143
681,445,0000-0002-8373-7811,2,1,NULL,1,10772,2024-12-30 09:43:26.143
682,445,8yuW-AsAAAAJ,3,1,NULL,1,10772,2024-12-30 09:43:26.143
683,445,37103690700,4,1,NULL,1,10772,2024-12-30 09:43:26.143
684,447,J-9293-2016,1,1,NULL,NULL,NULL,NULL
685,447,0000-0001-9673-097X,2,1,NULL,NULL,NULL,NULL
687,450,0000-0003-4022-2997,2,1,NULL,NULL,NULL,NULL
688,453,0000-0002-1940-9610,2,1,NULL,NULL,NULL,NULL
689,455,K-1837-2018,1,1,NULL,NULL,NULL,NULL
690,455,AAA-8670-2021,1,2,NULL,NULL,NULL,NULL
691,455,0000-0001-5235-7392,2,1,NULL,NULL,NULL,NULL
693,456,0000-0001-6208-2927,2,1,NULL,NULL,NULL,NULL
694,456,7801693106,4,1,NULL,NULL,NULL,NULL
695,457,0000-0003-0974-7090,2,1,NULL,NULL,NULL,NULL
696,458,0000-0001-7631-8435,2,1,NULL,NULL,NULL,NULL
697,459,F-7430-2018,1,1,NULL,NULL,NULL,NULL
698,459,0000-0003-1244-2829,2,1,NULL,NULL,NULL,NULL
700,460,0000-0002-5243-7605,2,1,NULL,NULL,NULL,NULL
701,461,A-7792-2018,1,1,NULL,NULL,NULL,NULL
703,461,0000-0003-1526-5581,2,1,NULL,NULL,NULL,NULL
704,462,I-9835-2018,1,1,NULL,NULL,NULL,NULL
705,462,0000-0003-1091-2153,2,1,NULL,NULL,NULL,NULL
706,463,F-1374-2018,1,1,NULL,NULL,NULL,NULL
707,463,0000-0002-7895-1055,2,1,NULL,NULL,NULL,NULL
708,464,L-2974-2016,1,1,NULL,NULL,NULL,NULL
709,464,HLH-3197-2023,1,2,NULL,NULL,NULL,NULL
710,464,0000-0001-5662-8305,2,1,NULL,NULL,NULL,NULL
711,466,0000-0001-7998-5284,2,1,NULL,NULL,NULL,NULL
712,468,E-7937-2018,1,1,NULL,NULL,NULL,NULL
713,468,0000-0002-8650-2639,2,1,NULL,1,10786,2024-10-25 13:42:37.713
714,469,K-2390-2018,1,1,NULL,NULL,NULL,NULL
715,469,0000-0003-3384-0092,2,1,NULL,NULL,NULL,NULL
716,471,E-8782-2018,1,1,NULL,NULL,NULL,NULL
717,471,0000-0002-7713-8951,2,1,NULL,NULL,NULL,NULL
718,472,A-1445-2016,1,1,NULL,NULL,NULL,NULL
719,472,AGL-7379-2022,1,2,NULL,NULL,NULL,NULL
720,472,0000-0003-0671-0890,2,1,NULL,NULL,NULL,NULL
721,473,U-9870-2018,1,1,NULL,NULL,NULL,NULL
722,474,CSZ-4175-2022,1,1,NULL,NULL,NULL,NULL
723,475,E-5077-2018,1,1,NULL,NULL,NULL,NULL
724,475,0000-0003-1006-895X,2,1,NULL,NULL,NULL,NULL
726,476,0000-0001-7448-451X,2,1,NULL,NULL,NULL,NULL
727,477,F-1991-2018,1,1,NULL,1,10792,2024-10-09 10:49:52.300
728,477,0000-0002-4991-7763,2,1,NULL,1,10792,2024-10-09 10:49:52.300
729,479,0000-0001-5450-4659,2,1,NULL,NULL,NULL,NULL
730,481,A-7787-2015,1,1,NULL,NULL,NULL,NULL
731,481,0000-0002-4833-7900,2,1,NULL,NULL,NULL,NULL
732,482,A-6996-2016,1,1,NULL,NULL,NULL,NULL
733,482,0000-0001-6172-7797,2,1,NULL,NULL,NULL,NULL
734,483,G-7259-2018,1,1,NULL,NULL,NULL,NULL
735,483,0000-0003-1798-6956,2,1,NULL,NULL,NULL,NULL
736,484,0000-0001-9748-626X,2,1,NULL,NULL,NULL,NULL
737,485,G-8633-2018,1,1,NULL,NULL,NULL,NULL
738,485,0000-0001-5558-3299,2,1,NULL,NULL,NULL,NULL
739,485,JEzOpqsAAAAJ,3,1,NULL,NULL,NULL,NULL
740,486,K-6966-2018,1,1,NULL,NULL,NULL,NULL
741,486,0000-0001-7760-2331,2,1,NULL,NULL,NULL,NULL
742,487,G-2786-2018,1,1,NULL,NULL,NULL,NULL
743,487,0000-0003-1495-4553,2,1,NULL,NULL,NULL,NULL
744,488,B-2842-2018,1,1,NULL,NULL,NULL,NULL
745,488,0000-0002-9607-8149,2,1,NULL,NULL,NULL,NULL
746,488,yo1pZTAAAAAJ,3,1,NULL,NULL,NULL,NULL
747,488,26536961200,4,1,NULL,NULL,NULL,NULL
748,489,G-7701-2018,1,1,NULL,NULL,NULL,NULL
749,489,0000-0002-6565-5679,2,1,NULL,NULL,NULL,NULL
750,490,J-3690-2018,1,1,NULL,NULL,NULL,NULL
751,492,J-5266-2018,1,1,NULL,NULL,NULL,NULL
752,493,0000-0003-3556-9865,2,1,NULL,NULL,NULL,NULL
753,495,0000-0001-5382-2663,2,1,NULL,NULL,NULL,NULL
754,496,P-5149-2018,1,1,NULL,NULL,NULL,NULL
755,499,E-5166-2018,1,1,NULL,1,12221,2024-10-10 12:08:04.190
756,499,0000-0002-1980-0724,2,1,NULL,1,12221,2024-10-10 12:08:04.190
757,499,h4PBwZwAAAAJ,3,1,NULL,1,12221,2024-10-10 12:08:04.190
758,500,0000-0001-5917-4265,2,1,NULL,NULL,NULL,NULL
759,501,J-3927-2018,1,1,NULL,NULL,NULL,NULL
760,502,J-6587-2018,1,1,NULL,NULL,NULL,NULL
761,502,0000-0003-3045-5105,2,1,NULL,NULL,NULL,NULL
762,503,G-3659-2018,1,1,NULL,NULL,NULL,NULL
763,503,0000-0002-4553-7448,2,1,NULL,NULL,NULL,NULL
764,503,JLhCAIYAAAAJ,3,1,NULL,NULL,NULL,NULL
765,504,0000-0003-3270-5673,2,1,NULL,NULL,NULL,NULL
766,505,J-7222-2018,1,1,NULL,NULL,NULL,NULL
768,507,0000-0002-8729-1669,2,1,NULL,NULL,NULL,NULL
770,508,0000-0002-6699-5683,2,1,NULL,NULL,NULL,NULL
771,509,0000-0002-2601-2486,2,1,NULL,NULL,NULL,NULL
772,510,0000-0003-4220-5955,2,1,NULL,NULL,NULL,NULL
773,511,U-2535-2018,1,1,NULL,NULL,NULL,NULL
774,511,0000-0002-9545-152X,2,1,NULL,NULL,NULL,NULL
775,512,0000-0001-8101-3820,2,1,NULL,1,10814,2024-11-10 21:58:02.417
776,514,J-3750-2018,1,1,NULL,NULL,NULL,NULL
777,514,0000-0002-3553-9220,2,1,NULL,NULL,NULL,NULL
778,515,G-7144-2018,1,1,NULL,1,10816,2024-10-08 13:49:10.903
779,515,0000-0002-5845-0552,2,1,NULL,1,10816,2024-10-08 13:49:10.903
780,518,0000-0003-1447-9756,2,1,NULL,NULL,NULL,NULL
782,522,0000-0002-9267-0962,2,1,NULL,NULL,NULL,NULL
783,522,57193202847,4,1,NULL,NULL,NULL,NULL
784,523,J-8321-2018,1,1,NULL,1,12547,2024-10-11 20:03:54.507
785,523,0000-0003-2217-1196,2,1,NULL,1,12547,2024-10-11 20:03:54.507
787,524,0000-0002-9047-7608,2,1,NULL,NULL,NULL,NULL
788,525,0000-0002-2771-4965,2,1,NULL,NULL,NULL,NULL
789,526,G-3694-2018,1,1,NULL,1,10821,2024-10-10 12:12:34.457
790,526,0000-0002-1707-7392,2,1,NULL,1,10821,2024-10-10 12:12:34.460
791,528,0000-0003-0714-6232,2,1,NULL,NULL,NULL,NULL
792,529,Y-9578-2019,1,1,NULL,NULL,NULL,NULL
793,529,0000-0001-6409-0840,2,1,NULL,NULL,NULL,NULL
794,530,E-7599-2018,1,1,NULL,NULL,NULL,NULL
795,530,0000-0002-2092-8426,2,1,NULL,NULL,NULL,NULL
796,531,J-9865-2018 ,1,1,NULL,NULL,NULL,NULL
797,531,0000-0001-7675-419X,2,1,NULL,NULL,NULL,NULL
798,533,J-2574-2018,1,1,NULL,NULL,NULL,NULL
799,533,0000-0002-5627-0363,2,1,NULL,NULL,NULL,NULL
800,534,0000-0003-4778-1679,2,1,NULL,NULL,NULL,NULL
801,535,E-5627-2018,1,1,NULL,NULL,NULL,NULL
802,535,0000-0002-0716-3422,2,1,NULL,NULL,NULL,NULL
803,536,G-6295-2018,1,1,NULL,NULL,NULL,NULL
804,536,0000-0002-8716-5996,2,1,NULL,NULL,NULL,NULL
805,536,mKMD7_wAAAAJ,3,1,NULL,NULL,NULL,NULL
806,537,V-4766-2018,1,1,NULL,NULL,NULL,NULL
807,537,0000-0003-0914-9090,2,1,NULL,NULL,NULL,NULL
808,538,ABA-1574-2020,1,1,NULL,NULL,NULL,NULL
809,538,0000-0002-4665-1947,2,1,NULL,NULL,NULL,NULL
810,540,E-7681-2018,1,1,NULL,NULL,NULL,NULL
811,541,0000-0003-1165-5902,2,1,NULL,NULL,NULL,NULL
812,542,0000-0002-1194-7772,2,1,NULL,1,10835,2024-10-22 13:28:06.797
813,543,0000-0003-2443-6290,2,1,NULL,NULL,NULL,NULL
814,544,J-6896-2018,1,1,NULL,NULL,NULL,NULL
815,546,CZK-1962-2022,1,1,NULL,NULL,NULL,NULL
817,546,0000-0002-6151-0579,2,1,NULL,NULL,NULL,NULL
818,546,kww1fX4AAAAJ,3,1,NULL,NULL,NULL,NULL
819,546,57410930700,4,1,NULL,NULL,NULL,NULL
820,548,I-9756-2018,1,1,NULL,NULL,NULL,NULL
821,549,J-4603-2018,1,1,NULL,1,12212,2024-06-06 16:34:27.500
822,549,0000-0002-9037-4764,2,1,NULL,NULL,NULL,NULL
823,549,6603328927,4,1,NULL,NULL,NULL,NULL
824,550,0000-0003-2296-3505,2,1,NULL,NULL,NULL,NULL
825,551,E-5087-2018,1,1,NULL,NULL,NULL,NULL
826,551,AAE-7315-2020,1,2,NULL,NULL,NULL,NULL
827,551,0000-0002-5562-553X,2,1,NULL,1,10841,2024-10-08 09:52:04.647
828,551,57192812394,4,1,NULL,NULL,NULL,NULL
829,552,K-1737-2018,1,1,NULL,NULL,NULL,NULL
830,552,0000-0001-6903-1030,2,1,NULL,NULL,NULL,NULL
831,553,K-2086-2018,1,1,NULL,NULL,NULL,NULL
832,553,0000-0003-2308-1184,2,1,NULL,NULL,NULL,NULL
833,554,J-9834-2018,1,1,NULL,NULL,NULL,NULL
834,554,0000-0001-9217-8006,2,1,NULL,NULL,NULL,NULL
836,555,0000-0002-5864-308X,2,1,NULL,NULL,NULL,NULL
837,557,F-3071-2019,1,1,NULL,NULL,NULL,NULL
838,557,0000-0001-9366-7266,2,1,NULL,NULL,NULL,NULL
839,558,U-9073-2018,1,1,NULL,NULL,NULL,NULL
840,561,D-1064-2019,1,1,NULL,NULL,NULL,NULL
841,561,0000-0002-3072-9463,2,1,NULL,NULL,NULL,NULL
842,562,0000-0002-2207-5164,2,1,NULL,NULL,NULL,NULL
843,563,K-2046-2018,1,1,NULL,NULL,NULL,NULL
844,566,F-6123-2018,1,1,NULL,NULL,NULL,NULL
845,566,0000-0003-0711-7984,2,1,NULL,NULL,NULL,NULL
846,567,J-9409-2018,1,1,NULL,NULL,NULL,NULL
847,569,HTP-6748-2023,1,1,NULL,NULL,NULL,NULL
848,569,0000-0001-7779-6500,2,1,NULL,NULL,NULL,NULL
850,570,0000-0003-0529-2404,2,1,NULL,NULL,NULL,NULL
851,571,J-2753-2018,1,1,NULL,NULL,NULL,NULL
852,571,0000-0002-4636-4235,2,1,NULL,NULL,NULL,NULL
853,572,B-6902-2018,1,1,NULL,NULL,NULL,NULL
854,572,0000-0002-0298-0917,2,1,NULL,NULL,NULL,NULL
855,573,B-6780-2018,1,1,NULL,NULL,NULL,NULL
856,573,0000-0001-7407-9178,2,1,NULL,NULL,NULL,NULL
857,574,CXE-3932-2022,1,1,NULL,NULL,NULL,NULL
858,574,0000-0001-8752-463X,2,1,NULL,NULL,NULL,NULL
859,575,E-8490-2018,1,1,NULL,NULL,NULL,NULL
860,575,0000-0003-3567-1739,2,1,NULL,NULL,NULL,NULL
862,577,S-4225-2018,1,1,NULL,1,10859,2024-10-14 13:24:14.373
863,577,0000-0003-4236-4972,2,1,NULL,1,10859,2024-10-14 13:24:14.373
864,578,W-5842-2018,1,1,NULL,NULL,NULL,NULL
