RID,CuAuthorID,ResearcherID,ResearcherIDTip,Oncelik,Tarandi,Dogrulandi,DogrulayanPersonelRol_Id,DogrulamaZamani
3709,2806,0000-0003-0213-0987,2,1,NULL,NULL,NULL,NULL
3710,2808,AAE-4734-2021,1,1,NULL,NULL,NULL,NULL
3711,2808,0000-0002-1288-8620,2,1,NULL,NULL,NULL,NULL
3712,2809,S-7242-2018,1,1,NULL,NULL,NULL,NULL
3713,2809,0000-0003-4321-0430,2,1,NULL,NULL,NULL,NULL
3715,2810,K-1982-2018,1,2,NULL,NULL,NULL,NULL
3717,2810,D-j9ehQAAAAJ,3,1,NULL,NULL,NULL,NULL
3719,2811,K-1623-2018,1,1,NULL,NULL,NULL,NULL
3720,2812,J-4190-2018,1,1,NULL,NULL,NULL,NULL
3721,2812,0000-0003-2754-4780,2,1,NULL,NULL,NULL,NULL
3722,2814,W-2327-2017,1,1,NULL,NULL,NULL,NULL
3723,2814,0000-0003-2467-5101,2,1,NULL,NULL,NULL,NULL
3724,2814,1k3p2lkAAAAJ,3,1,NULL,NULL,NULL,NULL
3725,2814,57200011194,4,1,NULL,NULL,NULL,NULL
3726,2815,0000-0002-0207-5829,2,1,NULL,NULL,NULL,NULL
3727,2817,0000-0001-8512-9273,2,1,NULL,NULL,NULL,NULL
3728,2818,CCB-0753-2022,1,1,NULL,NULL,NULL,NULL
3729,2818,0000-0002-1133-4845,2,1,NULL,NULL,NULL,NULL
3731,2819,0000-0002-9645-9291,2,1,NULL,NULL,NULL,NULL
3732,2819,56018277500,4,1,NULL,NULL,NULL,NULL
3733,2821,0000-0003-3140-2937,2,1,NULL,NULL,NULL,NULL
3734,2822,L-2592-2018,1,1,NULL,NULL,NULL,NULL
3735,2822,0000-0002-8995-573X,2,1,NULL,NULL,NULL,NULL
3736,2823,0000-0002-2107-3482,2,1,NULL,NULL,NULL,NULL
3737,2824,B-7831-2018,1,1,NULL,NULL,NULL,NULL
3738,2824,0000-0003-0678-7935,2,1,NULL,NULL,NULL,NULL
3739,2825,0000-0001-8252-9765,2,1,NULL,1,12110,2024-10-08 10:12:24.830
3740,2825,TdheIYoAAAAJ,3,1,NULL,1,12110,2024-10-08 10:12:24.830
3742,2826,0000-0002-9980-6447,2,1,NULL,NULL,NULL,NULL
3743,2827,J-3852-2018,1,1,NULL,1,12112,2024-10-08 10:09:45.367
3744,2827,0000-0002-3680-3580,2,1,NULL,1,12112,2024-10-08 10:09:45.367
3745,2827,g0gLJNAAAAAJ,3,1,NULL,1,12112,2024-10-08 10:09:45.367
3746,2827,57194710892,4,1,NULL,1,12112,2024-10-08 10:09:45.367
3747,2828,0000-0002-8574-0758,2,1,NULL,NULL,NULL,NULL
3748,2829,M-5541-2014,1,1,NULL,NULL,NULL,NULL
3749,2829,0000-0002-0038-6631,2,1,NULL,NULL,NULL,NULL
3750,2829,ZHnXKc4AAAAJ,3,1,NULL,NULL,NULL,NULL
3751,2829,49261096100,4,1,NULL,NULL,NULL,NULL
3752,2830,F-1602-2018,1,1,NULL,NULL,NULL,NULL
3753,2831,0000-0002-4457-7464,2,1,NULL,NULL,NULL,NULL
3754,2832,C-7068-2017,1,1,NULL,1,12116,2024-10-08 11:42:05.477
3755,2832,0000-0002-0959-0903,2,1,NULL,1,12116,2024-10-08 11:42:05.460
3756,2832,23480492600,4,1,NULL,1,12116,2024-10-08 11:42:05.460
3758,2833,0000-0002-5707-8699,2,1,NULL,NULL,NULL,NULL
3759,2833,2Ezw4b0AAAAJ,3,1,NULL,NULL,NULL,NULL
3760,2833,57816352700,4,1,NULL,NULL,NULL,NULL
3761,2834,0000-0003-1521-5437,2,1,NULL,NULL,NULL,NULL
3762,2835,J-9269-2018,1,1,NULL,NULL,NULL,NULL
3763,2835,0000-0003-3094-1381,2,1,NULL,NULL,NULL,NULL
3764,2836,F-8513-2018,1,1,NULL,NULL,NULL,NULL
3765,2837,F-4697-2018,1,1,NULL,NULL,NULL,NULL
3766,2837,0000-0002-5882-119X,2,1,NULL,NULL,NULL,NULL
3767,2840,0000-0002-9194-1679,2,1,NULL,NULL,NULL,NULL
3768,2841,ABE-2537-2020,1,1,NULL,NULL,NULL,NULL
3769,2841,0000-0001-7861-0480,2,1,NULL,NULL,NULL,NULL
3770,2841,57264361200,4,1,NULL,NULL,NULL,NULL
3771,2842,J-5109-2018,1,1,NULL,NULL,NULL,NULL
3772,2842,0000-0002-7064-9046,2,1,NULL,NULL,NULL,NULL
3773,2843,T-2965-2018,1,1,NULL,NULL,NULL,NULL
3774,2843,0000-0003-0079-2493,2,1,NULL,NULL,NULL,NULL
3775,2844,K-1762-2018,1,1,NULL,NULL,NULL,NULL
3777,2845,0000-0002-7984-1800,2,1,NULL,NULL,NULL,NULL
3778,2846,0000-0001-6824-3453,2,1,NULL,NULL,NULL,NULL
3779,2847,E-8671-2018,1,1,NULL,NULL,NULL,NULL
3780,2847,0000-0002-4643-1733,2,1,NULL,NULL,NULL,NULL
3781,2850,0000-0002-2944-9122,2,1,NULL,NULL,NULL,NULL
3782,2850,Qs2u7bgAAAAJ,3,1,NULL,NULL,NULL,NULL
3783,2851,E-7873-2018,1,1,NULL,NULL,NULL,NULL
3784,2851,0000-0002-2388-0333,2,1,NULL,NULL,NULL,NULL
3786,2852,0000-0002-0973-0072,2,1,NULL,NULL,NULL,NULL
3787,2853,AAO-7285-2021,1,1,NULL,NULL,NULL,NULL
3788,2853,0000-0003-4886-7060,2,1,NULL,NULL,NULL,NULL
3789,2854,F-3621-2018,1,1,NULL,NULL,NULL,NULL
3791,2855,0000-0003-1461-2203,2,1,NULL,NULL,NULL,NULL
3792,2856,EIQ-9482-2022,1,1,NULL,NULL,NULL,NULL
3793,2857,JJL-0396-2023,1,1,NULL,NULL,NULL,NULL
3794,2857,0000-0002-2036-9281,2,1,NULL,NULL,NULL,NULL
3795,2858,E-9078-2018,1,1,NULL,NULL,NULL,NULL
3796,2858,0000-0002-4649-5315,2,1,NULL,NULL,NULL,NULL
3797,2858,56919564500,4,1,NULL,NULL,NULL,NULL
3798,2859,G-2892-2018,1,1,NULL,NULL,NULL,NULL
3799,2859,0000-0002-1880-052X,2,1,NULL,NULL,NULL,NULL
3800,2862,T-2565-2018,1,1,NULL,NULL,NULL,NULL
3801,2862,0000-0003-3138-1507,2,1,NULL,NULL,NULL,NULL
3802,2863,0000-0003-1045-2273,2,1,NULL,NULL,NULL,NULL
3803,2866,J-7007-2018,1,1,NULL,NULL,NULL,NULL
3805,2868,0000-0003-3071-0444,2,1,NULL,NULL,NULL,NULL
3806,2868,om5do6wAAAAJ,3,1,NULL,NULL,NULL,NULL
3807,2868,7801316371,4,1,NULL,NULL,NULL,NULL
3808,2869,J-2051-2018,1,1,NULL,NULL,NULL,NULL
3809,2869,0000-0002-9828-3250,2,1,NULL,NULL,NULL,NULL
3810,2870,J-9946-2018,1,1,NULL,NULL,NULL,NULL
3811,2870,0000-0002-3761-8774,2,1,NULL,NULL,NULL,NULL
3812,2871,IST-3620-2023,1,1,NULL,NULL,NULL,NULL
3813,2871,0000-0002-0918-0621,2,1,NULL,NULL,NULL,NULL
3814,2872,AAG-5611-2020,1,1,NULL,NULL,NULL,NULL
3815,2872,0000-0003-1995-1642,2,1,NULL,NULL,NULL,NULL
3816,2873,JQG-3691-2023,1,1,NULL,1,12142,2024-10-14 14:37:42.983
3817,2873,0000-0003-4199-3507,2,1,NULL,1,12142,2024-10-14 14:37:42.983
3818,2874,J-8436-2018,1,1,NULL,NULL,NULL,NULL
3819,2875,J-3955-2018,1,1,NULL,NULL,NULL,NULL
3820,2875,0000-0002-8077-4377,2,1,NULL,NULL,NULL,NULL
3821,2875,WL7hW1UAAAAJ,3,1,NULL,NULL,NULL,NULL
3822,2876,J-7049-2018,1,1,NULL,NULL,NULL,NULL
3823,2876,0000-0002-7996-2282,2,1,NULL,NULL,NULL,NULL
3824,2877,U-9931-2018,1,1,NULL,NULL,NULL,NULL
3825,2878,0000-0001-6847-9271,2,1,NULL,NULL,NULL,NULL
3826,2879,0000-0001-7088-5690,2,1,NULL,NULL,NULL,NULL
3827,2880,C-3463-2018,1,1,NULL,NULL,NULL,NULL
3828,2880,AAF-6722-2021,1,2,NULL,NULL,NULL,NULL
3829,2880,AAV-1190-2020,1,3,NULL,NULL,NULL,NULL
3830,2880,0000-0001-9516-0821,2,1,NULL,NULL,NULL,NULL
3831,2880,57221282113,4,1,NULL,NULL,NULL,NULL
3832,2881,0000-0002-4250-0914,2,1,NULL,1,12148,2024-11-07 20:32:20.413
3833,2882,E-4463-2010,1,1,NULL,NULL,NULL,NULL
3834,2883,E-6105-2018,1,1,NULL,NULL,NULL,NULL
3835,2883,0000-0002-1757-3054,2,1,NULL,NULL,NULL,NULL
3836,2883,msQDZ8sAAAAJ,3,1,NULL,NULL,NULL,NULL
3837,2883,56165462500,4,1,NULL,NULL,NULL,NULL
3838,2884,B-6097-2016,1,1,NULL,NULL,NULL,NULL
3839,2886,0000-0003-2395-7780,2,1,NULL,NULL,NULL,NULL
3840,2887,0000-0002-7041-9064,2,1,NULL,NULL,NULL,NULL
3841,2888,G-2420-2018,1,1,NULL,NULL,NULL,NULL
3842,2888,0000-0003-3701-4732,2,1,NULL,NULL,NULL,NULL
3843,2890,J-1080-2018,1,1,NULL,NULL,NULL,NULL
3844,2891,GRJ-9181-2022,1,1,NULL,NULL,NULL,NULL
3845,2891,0000-0002-0316-281X,2,1,NULL,NULL,NULL,NULL
3846,2893,J-1947-2018,1,1,NULL,NULL,NULL,NULL
3847,2893,0000-0003-1495-7148,2,1,NULL,NULL,NULL,NULL
3848,2895,A-1334-2018,1,1,NULL,NULL,NULL,NULL
3849,2895,0000-0002-6122-2729,2,1,NULL,1,12157,2024-11-11 12:56:36.547
3850,2895,57200395204,4,1,NULL,NULL,NULL,NULL
3852,2896,0000-0001-6470-5796,2,1,NULL,NULL,NULL,NULL
3853,2897,0000-0003-1938-1221,2,1,NULL,NULL,NULL,NULL
3854,2898,G-6834-2018,1,1,NULL,1,12159,2024-10-08 14:56:12.810
3858,2900,J-2850-2018,1,1,NULL,NULL,NULL,NULL
3859,2900,0000-0002-5418-7718,2,1,NULL,NULL,NULL,NULL
3860,2901,0000-0002-4890-4186,1,1,NULL,NULL,NULL,NULL
3861,2903,J-2247-2018,1,1,NULL,NULL,NULL,NULL
3862,2903,0000-0002-6172-0007,2,1,NULL,NULL,NULL,NULL
3863,2904,GND-8779-2022,1,1,NULL,NULL,NULL,NULL
3864,2904,0000-0001-8200-4379,2,1,NULL,NULL,NULL,NULL
3865,2906,0000-0001-6363-9651,2,1,NULL,NULL,NULL,NULL
3866,2908,E-5635-2018,1,1,NULL,1,12166,2024-11-11 17:11:05.673
3867,2908,0000-0001-6068-6698,2,1,NULL,1,12166,2024-11-11 17:11:05.673
3868,2908,eZJHBU4AAAAJ,3,1,NULL,1,12166,2024-11-11 17:11:05.673
3869,2909,0000-0003-1495-9311,2,1,NULL,NULL,NULL,NULL
3871,2910,0000-0003-0929-7640,2,1,NULL,NULL,NULL,NULL
3872,2911,0000-0003-1913-9435,2,1,NULL,NULL,NULL,NULL
3874,2912,0000-0001-5204-7749,2,1,NULL,1,12169,2024-10-09 09:56:46.370
3875,2912,C-msXlkAAAAJ,3,1,NULL,1,12169,2024-10-09 09:56:46.370
3876,2912,35762858200,4,1,NULL,1,12169,2024-10-09 09:56:46.370
3877,2913,I-8724-2018,1,1,NULL,1,12170,2024-10-08 16:22:07.843
3878,2913,0000-0001-6761-6385,2,1,NULL,1,12170,2024-10-08 16:22:07.843
3879,2914,0000-0003-2526-6895,2,1,NULL,NULL,NULL,NULL
3880,2915,K-2113-2018,1,1,NULL,NULL,NULL,NULL
3881,2915,0000-0003-4850-9810,2,1,NULL,NULL,NULL,NULL
3882,2917,I-8728-2018,1,1,NULL,NULL,NULL,NULL
3883,2917,0000-0003-0473-0230,2,1,NULL,NULL,NULL,NULL
3884,2918,J-2036-2018,1,1,NULL,NULL,NULL,NULL
3885,2918,0000-0002-9301-5425,2,1,NULL,NULL,NULL,NULL
3886,2918,wo5bxaAAAAAJ,3,1,NULL,NULL,NULL,NULL
3888,2919,0000-0002-7611-5125,2,1,NULL,NULL,NULL,NULL
3889,2919,ZrW54mwAAAAJ,3,1,NULL,NULL,NULL,NULL
3890,2919,57219158800,4,1,NULL,NULL,NULL,NULL
3891,2920,AGH-4962-2022,1,1,NULL,NULL,NULL,NULL
3892,2920,0000-0002-4104-5753,2,1,NULL,NULL,NULL,NULL
3893,2921,B-6268-2018,1,1,NULL,NULL,NULL,NULL
3894,2921,0000-0002-7038-6186,2,1,NULL,NULL,NULL,NULL
3895,2923,IJV-8516-2023,1,1,NULL,NULL,NULL,NULL
3896,2923,0000-0002-9596-7593,2,1,NULL,NULL,NULL,NULL
3897,2924,0000-0002-3551-5392,2,1,NULL,NULL,NULL,NULL
3898,2925,F-8023-2015,1,1,NULL,NULL,NULL,NULL
3899,2925,H-9389-2013,1,2,NULL,NULL,NULL,NULL
3900,2925,0000-0003-4363-433X,2,1,NULL,NULL,NULL,NULL
3901,2925,35101803200,4,1,NULL,NULL,NULL,NULL
3902,7,"Sanlier Yuksel, O",5,0,NULL,NULL,NULL,NULL
3904,11,"Baysal, C",5,0,NULL,NULL,NULL,NULL
3905,13,"Aridogan, I",5,0,NULL,NULL,NULL,NULL
3906,15,"Sariaslan, S",5,0,NULL,NULL,NULL,NULL
3907,19,"Karabay Bayazit, A",5,0,NULL,1,10499,2024-10-23 08:15:17.283
3909,21,"Disel, N",5,0,NULL,NULL,NULL,NULL
3911,23,"Kose, S",5,0,NULL,NULL,NULL,NULL
3912,24,"Guler, H",5,0,NULL,1,10503,2024-10-31 18:27:06.807
3913,25,"Apaydin, M",5,0,NULL,NULL,NULL,NULL
3915,28,"Yucel, M",5,0,NULL,NULL,NULL,NULL
3916,29,"Daglioglu, N",5,0,NULL,NULL,NULL,NULL
3918,31,"Unal, I",5,0,NULL,NULL,NULL,NULL
3919,32,"Ozdemir Kutahya, Z",5,0,NULL,1,10510,2024-10-08 09:42:24.963
3920,33,"Imrak, B",5,0,NULL,NULL,NULL,NULL
3921,34,"Onenli Mungan, H",5,0,NULL,NULL,NULL,NULL
3922,35,"Ucar, S",5,0,NULL,NULL,NULL,NULL
3923,37,"Binokay, F",5,0,NULL,NULL,NULL,NULL
3925,39,"Yoca, B",5,0,NULL,1,10517,2024-11-06 13:35:20.687
3926,41,"Akyol Bal, O",5,0,NULL,NULL,NULL,NULL
3927,1645,"Isik, M",5,0,NULL,NULL,NULL,NULL
3928,43,"Yasar, A",5,0,NULL,NULL,NULL,NULL
3929,44,"Akbulut, T",5,0,NULL,NULL,NULL,NULL
3930,45,"Ozbay, N",5,0,NULL,NULL,NULL,NULL
3931,46,"Sigircik, G",5,0,NULL,NULL,NULL,NULL
3932,48,"Serindag, E",5,0,NULL,NULL,NULL,NULL
3933,49,"Sahin, F",5,0,NULL,NULL,NULL,NULL
3934,50,"Akgul, D",5,0,NULL,0,NULL,2024-10-08 14:55:25.977
3936,53,"Cuma, M",5,0,NULL,NULL,NULL,NULL
3937,54,"Sezgin, M",5,0,NULL,1,10527,2025-06-19 09:00:41.007
3938,55,"Nazli, R",5,0,NULL,NULL,NULL,NULL
3939,56,"Esen, Z",5,0,NULL,NULL,NULL,NULL
3940,57,"Gul Aygun, E",5,0,NULL,1,12434,2024-10-09 13:08:36.687
3941,58,"Bulut, H",5,0,NULL,NULL,NULL,NULL
3942,59,"Erendor, M",5,0,NULL,NULL,NULL,NULL
3943,60,"Yilmaz, A",5,0,NULL,NULL,NULL,NULL
3944,64,"Dingil, M",5,0,NULL,NULL,NULL,NULL
3946,67,"Kaplan, H",5,0,NULL,NULL,NULL,NULL
3948,73,"Saglar, J",5,0,NULL,NULL,NULL,NULL
3949,74,"Eroldogan, O",5,0,NULL,NULL,NULL,NULL
3950,75,"Tumgor, G",5,0,NULL,NULL,NULL,NULL
3951,77,"Coskun Karadag, N",5,0,NULL,NULL,NULL,NULL
3954,81,"Oztunc, G",5,0,NULL,NULL,NULL,NULL
3955,84,"Aydin, C",5,0,NULL,1,10541,2024-11-07 10:55:27.293
3956,85,"Kusvuran, E",5,0,NULL,NULL,NULL,NULL
3957,86,"Balci, T",5,0,NULL,NULL,NULL,NULL
3958,88,"Safak, U",5,0,NULL,NULL,NULL,NULL
3959,89,"Akinci, S",5,0,NULL,NULL,NULL,NULL
3960,92,"Tutuncu, N",5,0,NULL,NULL,NULL,NULL
3961,93,"Darici, M",5,0,NULL,NULL,NULL,NULL
3963,96,"Bicakci, S",5,0,NULL,NULL,NULL,NULL
3964,97,"Tanrikulu, A",5,0,NULL,NULL,NULL,NULL
3966,102,"Oztekin, M",5,0,NULL,NULL,NULL,NULL
3967,103,"Ozkomur, A",5,0,NULL,NULL,NULL,NULL
3968,104,"Kocakoc, M",5,0,NULL,NULL,NULL,NULL
3969,105,"Kaplan Esen, G",5,0,NULL,NULL,NULL,NULL
3971,107,"Cakir, K",5,0,NULL,NULL,NULL,NULL
3972,110,"Akkus, G",5,0,NULL,NULL,NULL,NULL
3973,111,"Cevik, C",5,0,NULL,NULL,NULL,NULL
3975,114,"Tanburoglu, N",5,0,NULL,NULL,NULL,NULL
3976,117,"Cagliyan, C",5,0,NULL,NULL,NULL,NULL
3977,118,"Gul Mert, G",5,0,NULL,NULL,NULL,NULL
3978,119,"Koltas, I",5,0,NULL,NULL,NULL,NULL
3979,120,"Torun Ogretmen, Y",5,0,NULL,NULL,NULL,NULL
3980,121,"Yilmaz, M",5,0,NULL,NULL,NULL,NULL
3981,123,"Susgun Yildirim, Z",5,0,NULL,NULL,NULL,NULL
3982,125,"Durmaz, S",5,0,NULL,NULL,NULL,NULL
3985,129,"Cam, O",5,0,NULL,NULL,NULL,NULL
3986,130,"Oguz, O",5,0,NULL,NULL,NULL,NULL
3987,131,"Akdemir, S",5,0,NULL,NULL,NULL,NULL
3989,133,"Uluhan, G",5,0,NULL,1,12486,2024-10-12 02:02:28.920
3990,134,"Tari, O",5,0,NULL,1,10574,2024-10-09 10:28:31.557
3991,135,"Karacaoglu, S",5,0,NULL,NULL,NULL,NULL
3992,136,"Karga Gollu, B",5,0,NULL,NULL,NULL,NULL
3993,137,"Karadag, S",5,0,NULL,NULL,NULL,NULL
3994,138,"Akca Ozalp, S",5,0,NULL,NULL,NULL,NULL
3995,139,"Celik Gurbuz, T",5,0,NULL,NULL,NULL,NULL
3996,141,"Bagir, T",5,0,NULL,NULL,NULL,NULL
3997,143,"Gucray, S",5,0,NULL,NULL,NULL,NULL
3998,144,"Ramazanoglu, M",5,0,NULL,NULL,NULL,NULL
3999,145,"Kurt Eker, S",5,0,NULL,NULL,NULL,NULL
4001,148,"Unlugenc, H",5,0,NULL,NULL,NULL,NULL
4002,149,"Coker, G",5,0,NULL,NULL,NULL,NULL
4004,151,"Cabaroglu, T",5,0,NULL,NULL,NULL,NULL
4005,152,"Ton, A",5,0,NULL,NULL,NULL,NULL
4006,153,"Dehri, I",5,0,NULL,NULL,NULL,NULL
4007,155,"Say, N",5,0,NULL,NULL,NULL,NULL
4008,156,"Okur, H",5,0,NULL,NULL,NULL,NULL
4009,157,"Albayrak, K",5,0,NULL,NULL,NULL,NULL
4011,159,"Sik, I",5,0,NULL,NULL,NULL,NULL
4012,160,"Alkaya, B",5,0,NULL,NULL,NULL,NULL
4013,2987,"Yildiz, F",5,0,NULL,NULL,NULL,NULL
4014,163,"Sumbul, M",5,0,NULL,NULL,NULL,NULL
4015,164,"Bicakci, Y",5,0,NULL,NULL,NULL,NULL
4017,166,"Hanta, I",5,0,NULL,NULL,NULL,NULL
4018,167,"Bagdatoglu, H",5,0,NULL,NULL,NULL,NULL
4019,168,"Temel, B",5,0,NULL,NULL,NULL,NULL
4020,170,"Keser, N",5,0,NULL,NULL,NULL,NULL
4021,172,"Tasbozan, O",5,0,NULL,NULL,NULL,NULL
4022,173,"Petek Guven, E",5,0,NULL,1,10601,2024-10-19 16:49:57.197
4023,175,"Yildirim, M",5,0,NULL,NULL,NULL,NULL
4024,176,"Sezen, S",5,0,NULL,NULL,NULL,NULL
4025,178,"Ozturk, H",5,0,NULL,NULL,NULL,NULL
4026,180,"Denli, Y",5,0,NULL,NULL,NULL,NULL
4027,181,"Dinc, A",5,0,NULL,NULL,NULL,NULL
4028,182,"Burgac Cil, A",5,0,NULL,NULL,NULL,NULL
4029,184,"Anil, M",5,0,NULL,NULL,NULL,NULL
4030,185,"Laman, M",5,0,NULL,NULL,NULL,NULL
4032,188,"Gunay, I",5,0,NULL,NULL,NULL,NULL
4033,190,"Eren, S",5,0,NULL,NULL,NULL,NULL
4034,193,"Manasirli, M",5,0,NULL,1,10613,2024-11-08 11:08:32.963
4035,195,"Kekec, M",5,0,NULL,NULL,NULL,NULL
4036,196,"Tanir, F",5,0,NULL,1,10614,2024-10-09 10:50:35.440
4037,197,"Tas, M",5,0,NULL,NULL,NULL,NULL
4038,198,"Yuruk, T",5,0,NULL,NULL,NULL,NULL
4039,204,"Duymus, H",5,0,NULL,NULL,NULL,NULL
4040,207,"Dinc Artut, P",5,0,NULL,NULL,NULL,NULL
4041,208,"Sahin, R",5,0,NULL,NULL,NULL,NULL
4042,210,"Elpeze Ergec, N",5,0,NULL,NULL,NULL,NULL
4044,213,"Dundar, C",5,0,NULL,NULL,NULL,NULL
4045,214,"Bulut, S",5,0,NULL,1,12409,2024-10-10 19:30:57.680
4046,215,"Ugur, A",5,0,NULL,NULL,NULL,NULL
4047,218,"Akcali, I",5,0,NULL,NULL,NULL,NULL
4048,220,"Comu, A",5,0,NULL,NULL,NULL,NULL
4049,221,"Ork Ozel, S",5,0,NULL,1,10625,2024-11-15 12:04:36.587
4050,222,"Haligur, A",5,0,NULL,NULL,NULL,NULL
4051,223,"Dumanoglu, I",5,0,NULL,NULL,NULL,NULL
4052,224,"Ozkan, Y",5,0,NULL,NULL,NULL,NULL
4053,226,"Tetiker, B",5,0,NULL,NULL,NULL,NULL
4056,229,"Cilek, A",5,0,NULL,1,12431,2024-12-02 16:08:53.760
4057,230,"Onder, G",5,0,NULL,0,NULL,2024-11-08 00:04:18.133
4058,231,"Aydinoglu, S",5,0,NULL,NULL,NULL,NULL
4060,234,"Zereyalp, S",5,0,NULL,NULL,NULL,NULL
4061,235,"Kiroglu, M",5,0,NULL,NULL,NULL,NULL
4062,237,"Arslan, H",5,0,NULL,NULL,NULL,NULL
4063,238,"Bicer, A",5,0,NULL,NULL,NULL,NULL
4064,240,"Istanbullu, M",5,0,NULL,NULL,NULL,NULL
4065,241,"Tore, T",5,0,NULL,NULL,NULL,NULL
4066,242,"Dagistanlioglu, B",5,0,NULL,NULL,NULL,NULL
4068,244,"Ayaz, F",5,0,NULL,NULL,NULL,NULL
4069,246,"Kursun, G",5,0,NULL,NULL,NULL,NULL
4070,249,"Cetin, S",5,0,NULL,1,10644,2024-10-15 21:37:55.733
4071,250,"Tarlabolen Solmaz, D",5,0,NULL,NULL,NULL,NULL
4072,251,"Aslan, E",5,0,NULL,NULL,NULL,NULL
4073,252,"Ozdogan, N",5,0,NULL,NULL,NULL,NULL
4074,253,"Ozaykan, B",5,0,NULL,NULL,NULL,NULL
4075,254,"Aydiner, M",5,0,NULL,NULL,NULL,NULL
4076,255,"Gunduz, H",5,0,NULL,NULL,NULL,NULL
4078,259,"Kokangul, A",5,0,NULL,NULL,NULL,NULL
4079,261,"Gumus, A",5,0,NULL,NULL,NULL,NULL
4081,267,"Melek, E",5,0,NULL,NULL,NULL,NULL
4082,268,"Gultekin, U",5,0,NULL,NULL,NULL,NULL
4083,270,"Ozer Utuk, S",5,0,NULL,NULL,NULL,NULL
4084,272,"Kirik, O",5,0,NULL,1,10656,2024-10-10 18:20:17.483
4085,274,"Dogan, A",5,0,NULL,NULL,NULL,NULL
4086,275,"Ates, S",5,0,NULL,NULL,NULL,NULL
4087,276,"Kacar, Y",5,0,NULL,NULL,NULL,NULL
4090,279,"Sadiker, O",5,0,NULL,NULL,NULL,NULL
4091,280,"Celik, N",5,0,NULL,NULL,NULL,NULL
4093,286,"Dondas, N",5,0,NULL,NULL,NULL,NULL
4094,287,"Unlugenc, U",5,0,NULL,NULL,NULL,NULL
4095,288,"Duzenli, S",5,0,NULL,NULL,NULL,NULL
4096,290,"Coker, H",5,0,NULL,NULL,NULL,NULL
4097,291,"Bal, A",5,0,NULL,NULL,NULL,NULL
4098,292,"Okan, Z",5,0,NULL,NULL,NULL,NULL
4099,293,"Doganlar, M",5,0,NULL,NULL,NULL,NULL
4100,294,"Bilgin Pehlivanoglu, A",5,0,NULL,NULL,NULL,NULL
4101,295,"Singirik, E",5,0,NULL,NULL,NULL,NULL
4102,297,"Ozgur, H",5,0,NULL,NULL,NULL,NULL
4103,298,"Gunay Bilaloglu, R",5,0,NULL,1,10675,2024-11-15 12:31:29.757
4104,299,"Surmelioglu, N",5,0,NULL,NULL,NULL,NULL
4105,300,"Kirdok, O",5,0,NULL,NULL,NULL,NULL
4106,302,"Sen, C",5,0,NULL,NULL,NULL,NULL
4109,307,"Hanimoglu, E",5,0,NULL,1,10680,2025-05-16 10:58:06.867
4110,308,"Ozu, O",5,0,NULL,NULL,NULL,NULL
4111,309,"Polat, V",5,0,NULL,NULL,NULL,NULL
4112,310,"Fettahlioglu, P",5,0,NULL,NULL,NULL,NULL
4113,311,"Arabali Kosar, S",5,0,NULL,NULL,NULL,NULL
4114,313,"Donmez, D",5,0,NULL,NULL,NULL,NULL
4115,316,"Emre, M",5,0,NULL,NULL,NULL,NULL
4116,317,"Zaimoglu Onat, F",5,0,NULL,NULL,NULL,NULL
4117,319,"Can, T",5,0,NULL,1,10687,2024-12-18 15:31:41.347
4118,320,"Altunkasa, M",5,0,NULL,NULL,NULL,NULL
4119,321,"Halefoglu, Y",5,0,NULL,0,NULL,2024-10-15 13:03:56.387
4120,322,"Curuk, M",5,0,NULL,NULL,NULL,NULL
4121,323,"Kiris, N",5,0,NULL,NULL,NULL,NULL
4122,325,"Kilimci, A",5,0,NULL,NULL,NULL,NULL
4124,327,"Yazici, B",5,0,NULL,NULL,NULL,NULL
4125,328,"Karayigit, M",5,0,NULL,NULL,NULL,NULL
4126,329,"Ozel, H",5,0,NULL,NULL,NULL,NULL
4127,330,"Bilgin, C",5,0,NULL,NULL,NULL,NULL
4129,333,"Guney, I",5,0,NULL,NULL,NULL,NULL
4130,336,"Aras, S",5,0,NULL,1,10699,2024-11-15 17:04:08.050
4131,337,"Bozkir, M",5,0,NULL,NULL,NULL,NULL
4132,338,"Cubukcu, M",5,0,NULL,NULL,NULL,NULL
4134,342,"Gezer, S",5,0,NULL,NULL,NULL,NULL
4135,343,"Kiral, G",5,0,NULL,NULL,NULL,NULL
4136,347,"Ates, A",5,0,NULL,NULL,NULL,NULL
4137,351,"Cekin, N",5,0,NULL,NULL,NULL,NULL
4138,352,"Ozdemir Yilmazer, M",5,0,NULL,1,10708,2024-10-14 09:21:55.087
4139,354,"Akdogan, R",5,0,NULL,1,10709,2024-11-14 10:40:27.977
4140,355,"Ozalp, S",5,0,NULL,NULL,NULL,NULL
4141,357,"Kilbas, S",5,0,NULL,NULL,NULL,NULL
4142,359,"Dincer, R",5,0,NULL,NULL,NULL,NULL
4143,361,"Cubukcu, H",5,0,NULL,NULL,NULL,NULL
4144,362,"Oren, M",5,0,NULL,NULL,NULL,NULL
4145,364,"Sevimli, D",5,0,NULL,1,10715,2024-10-08 13:18:27.120
4146,366,"Ari, S",5,0,NULL,NULL,NULL,NULL
4147,367,"Yalcinkaya, N",5,0,NULL,NULL,NULL,NULL
4148,369,"Solmaz, I",5,0,NULL,NULL,NULL,NULL
